source_pair_key,evidence,clean_path,clean_raw_min_dn,clean_raw_max_dn,clean_raw_mean_dn,clean_raw_std_dn,clean_raw_p1_dn,clean_raw_p50_dn,clean_raw_p99_dn,dark_mean_dn,dark_p50_dn,dark_to_clean_mean_ratio,pixel_dark_clean_ratio_p50,difference_mean_dn,difference_negative_ratio,difference_zero_ratio,difference_nonpositive_ratio,difference_positive_ratio,crop_top,crop_left,crop_size,warning
15ms_to_500ms_085,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621570085.tif,1.0,65535.0,17097.188653945923,7063.824894007162,7341.0,15208.0,39553.96999999974,27404.98828125,27395.421875,1.6028944194240438,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9883575439453125,0.0116424560546875,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_086,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251621580086.tif,1.0,65535.0,17145.6234459877,7058.378656261276,7397.0,15251.0,39559.96999999974,27404.98828125,27395.421875,1.598366391725646,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9881553649902344,0.011844635009765625,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_087,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251622000087.tif,1.0,65535.0,17098.638480901718,7058.514639211344,7362.0,15215.0,39616.96999999974,27404.98828125,27395.421875,1.6027585068752657,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9883041381835938,0.01169586181640625,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_088,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251622000088.tif,1.0,65535.0,17117.751804351807,7048.595583405761,7390.0,15227.0,39571.0,27404.98828125,27395.421875,1.6009689002666163,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9882316589355469,0.011768341064453125,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_089,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251622010089.tif,1.0,65535.0,17084.958137512207,7050.576404896002,7347.0,15204.0,39552.0,27404.98828125,27395.421875,1.6040418747692948,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9884033203125,0.0115966796875,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_090,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251622010090.tif,1.0,65535.0,17076.279202461243,7060.0524833690515,7324.0,15180.0,39617.0,27404.98828125,27395.421875,1.6048571211754408,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9881515502929688,0.01184844970703125,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_091,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251622020091.tif,1.0,65535.0,17090.107409000397,7058.316386692207,7341.0,15195.0,39566.0,27404.98828125,27395.421875,1.60355857487574,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.988250732421875,0.011749267578125,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_092,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251622020092.tif,1.0,65535.0,17101.540038347244,7055.8355424146475,7359.029999999999,15214.0,39555.0,27404.98828125,27395.421875,1.6024865725425346,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9884262084960938,0.01157379150390625,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_093,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251622030093.tif,1.0,65535.0,17092.589315891266,7063.3591555646235,7339.0,15200.0,39575.0,27404.98828125,27395.421875,1.6033257322675578,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9882888793945312,0.01171112060546875,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_094,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251622030094.tif,1.0,65535.0,17123.903388738632,7059.974356657218,7349.0,15244.0,39595.0,27404.98828125,27395.421875,1.6003937688221614,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9882621765136719,0.011737823486328125,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_095,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251622040095.tif,1.0,65535.0,17085.51141858101,7052.450503071642,7339.0,15194.0,39621.0,27404.98828125,27395.421875,1.6039899309918373,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9881591796875,0.0118408203125,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_096,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251622040096.tif,1.0,65535.0,17102.143526792526,7053.438491680525,7365.0,15215.0,39553.0,27404.98828125,27395.421875,1.6024300251203512,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9881820678710938,0.01181793212890625,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_097,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251622050097.tif,1.0,65535.0,17106.85431098938,7055.666798382474,7348.0,15225.0,39619.96999999974,27404.98828125,27395.421875,1.6019887574330447,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.9882316589355469,0.011768341064453125,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_098,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251622050098.tif,1.0,65535.0,17102.925688505173,7067.568482787045,7341.0,15211.0,39575.0,27404.98828125,27395.421875,1.6023567417865128,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.988037109375,0.011962890625,768,768,512,raw pixel comparison requires remounted source volume
15ms_to_500ms_099,SAVED_FORMAL_SMOKE_SUMMARY_SOURCE_VOLUME_OFFLINE,F:\目标传感器噪声参数估计\data\500ms\P251622060099.tif,1.0,65535.0,17134.73192191124,7066.54222668473,7366.0,15253.0,39602.96999999974,27404.98828125,27395.421875,1.5993823776259697,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_COMPUTABLE_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_EQUAL_SOURCE_OFFLINE,NOT_SEPARABLE_FROM_NEGATIVE_SOURCE_OFFLINE,0.98846435546875,0.01153564453125,768,768,512,raw pixel comparison requires remounted source volume
