reference,strategy,folder,pair_count,mean_psnr_gain,std_psnr_gain,positive_pair_fraction,mean_ssim,mean_ssim_gain,mean_gradient_ratio_to_noisy,mean_residual_std,mean_removed_residual_std
reference_b_even,always_noisy,5,8,0.0,0.0,0.0,0.9838060910675533,0.0,1.0,0.004668477922677994,0.0
reference_b_even,always_noisy,7,8,0.0,0.0,0.0,0.9922861871058666,0.0,1.0,0.0028062358032912016,0.0
reference_b_even,always_noisy,8,8,0.0,0.0,0.0,0.9935940901620463,0.0,1.0,0.0024660549825057387,0.0
reference_b_even,always_noisy,9,8,0.0,0.0,0.0,0.9973618084835928,0.0,1.0,0.0015285559347830713,0.0
reference_b_even,always_noisy,10,8,0.0,0.0,0.0,0.9983102962686985,0.0,1.0,0.0012141719635110348,0.0
reference_b_even,always_noisy,11,8,0.0,0.0,0.0,0.9989556372087401,0.0,1.0,0.0009496854545432143,0.0
reference_b_even,always_noisy,13,8,0.0,0.0,0.0,0.9995576779028288,0.0,1.0,0.0006121266196714714,0.0
reference_b_even,always_p99,1,8,0.019185794153690594,0.018292420195786103,0.875,0.9981258115421341,8.669055868062991e-06,0.9952180892058808,0.0012907536292914301,2.1399231400209828e-05
reference_b_even,always_p99,2,8,0.06103020737471354,0.04176349325820691,1.0,0.9994359462403084,1.0491019292180326e-05,0.9945710611258465,0.0006919496227055788,2.259454481645662e-05
reference_b_even,always_p99,4,8,0.049137194112445215,0.01225836217530908,1.0,0.9955756804674504,4.7350388910308294e-05,0.9948994013682344,0.002036330144619569,4.998128179067862e-05
reference_b_even,always_p99,5,8,0.07108618051786131,0.009319411482070194,1.0,0.9840131844655007,0.00020709339794723614,0.9957013606375961,0.004639617865905166,0.00011455207641120069
reference_b_even,always_p99,7,8,0.043953512264723216,0.005794731575462977,1.0,0.9923762209110163,9.00338051497418e-05,0.9950604202175236,0.0027909165364690125,6.763090459571686e-05
reference_b_even,always_p99,8,8,0.047834210940509436,0.009801684925026019,1.0,0.9936691694394101,7.507927736381814e-05,0.994974608342166,0.002451661799568683,6.180261152621824e-05
reference_b_even,always_p99,9,8,0.03139354825861407,0.0064395945378499285,1.0,0.9973850507337128,2.3242250120014685e-05,0.9946495872319061,0.001520939142210409,3.6431997159525054e-05
reference_b_even,always_p99,10,8,0.025053050301115043,0.01033478161426456,1.0,0.9983202179451798,9.921676481172703e-06,0.9945276421818936,0.0012080269516445696,2.990336497532553e-05
reference_b_even,always_p99,11,8,0.04019018849081046,0.021192064627764413,1.0,0.9989661414498767,1.0504241136563564e-05,0.9944210800819628,0.0009451375808566809,2.664391740836436e-05
reference_b_even,always_p99,13,8,-0.0038525405726757,0.045647981964665824,0.5,0.9995545331590897,-3.144743739025291e-06,0.9946551887592154,0.0006095261123846285,2.4570964569647913e-05
reference_b_even,always_physical,1,8,-0.008194241790845602,0.024350712107856894,0.25,0.9981098369357384,-7.305550527567095e-06,0.9992701401716482,0.0012935019185533747,6.86882702893854e-06
reference_b_even,always_physical,2,8,-0.14734198389688657,0.09494849124027781,0.0,0.9993925018571241,-3.295336389204373e-05,0.9999998273371178,0.0006950226234039292,2.902403456461755e-10
reference_b_even,always_physical,4,8,0.3708607219130977,0.02139781327766789,1.0,0.9959205472837057,0.0003922172051657319,0.968499752624852,0.001959890141733922,0.00015756311404402368
reference_b_even,always_physical,5,8,1.4111591521363431,0.23122653583576838,1.0,0.9894512851523889,0.005645194084835506,0.8613521399309083,0.003969397599576041,0.0013708085607504472
reference_b_even,always_physical,7,8,0.9691051667511177,0.10562621054555457,1.0,0.9939940179493438,0.001707830843477226,0.9165292071693869,0.002510002668714151,0.000500234127684962
reference_b_even,always_physical,8,8,0.8152812434471279,0.0326028344070302,1.0,0.99474502007197,0.001150929909923784,0.9354080992471385,0.0022431606194004416,0.00036219531830283813
reference_b_even,always_physical,9,8,0.06601351257796839,0.009522271027347508,1.0,0.997399828770451,3.8020286858217456e-05,0.9943887924620137,0.0015158821770455688,3.0207131430870504e-05
reference_b_even,always_physical,10,8,0.011889229798803136,0.017269727866127967,0.875,0.9983138398188802,3.5435501817421278e-06,0.9988727280520499,0.001211957773193717,8.062829010668793e-06
reference_b_even,always_physical,11,8,-0.0525423817113051,0.040977201173406,0.0,0.9989366918131746,-1.8945395565628242e-05,0.9999994576504732,0.0009496846541878767,9.349197793717678e-08
reference_b_even,always_physical,13,8,-0.022359807432373202,0.11228765738073325,0.5,0.999553399966276,-4.2779365526102175e-06,0.9999999558842716,0.000612126590567641,1.1114974565740177e-10
reference_b_even,lofo_best_hard,1,8,0.019185794153690594,0.018292420195786103,0.875,0.9981258115421341,8.669055868062991e-06,0.9952180892058808,0.0012907536292914301,2.1399231400209828e-05
reference_b_even,lofo_best_hard,2,8,0.06103020737471354,0.04176349325820691,1.0,0.9994359462403084,1.0491019292180326e-05,0.9945710611258465,0.0006919496227055788,2.259454481645662e-05
reference_b_even,lofo_best_hard,4,8,0.3708607219130977,0.02139781327766789,1.0,0.9959205472837057,0.0003922172051657319,0.968499752624852,0.001959890141733922,0.00015756311404402368
reference_b_even,lofo_best_hard,5,8,1.4111591521363431,0.23122653583576838,1.0,0.9894512851523889,0.005645194084835506,0.8613521399309083,0.003969397599576041,0.0013708085607504472
reference_b_even,lofo_best_hard,7,8,0.9691051667511177,0.10562621054555457,1.0,0.9939940179493438,0.001707830843477226,0.9165292071693869,0.002510002668714151,0.000500234127684962
reference_b_even,lofo_best_hard,8,8,0.8152812434471279,0.0326028344070302,1.0,0.99474502007197,0.001150929909923784,0.9354080992471385,0.0022431606194004416,0.00036219531830283813
reference_b_even,lofo_best_hard,9,8,0.03139354825861407,0.0064395945378499285,1.0,0.9973850507337128,2.3242250120014685e-05,0.9946495872319061,0.001520939142210409,3.6431997159525054e-05
reference_b_even,lofo_best_hard,10,8,0.011889229798803136,0.017269727866127967,0.875,0.9983138398188802,3.5435501817421278e-06,0.9988727280520499,0.001211957773193717,8.062829010668793e-06
reference_b_even,lofo_best_hard,11,8,0.04019018849081046,0.021192064627764413,1.0,0.9989661414498767,1.0504241136563564e-05,0.9944210800819628,0.0009451375808566809,2.664391740836436e-05
reference_b_even,lofo_best_hard,13,8,-0.0038525405726757,0.045647981964665824,0.5,0.9995545331590897,-3.144743739025291e-06,0.9946551887592154,0.0006095261123846285,2.4570964569647913e-05
reference_b_even,lofo_best_linear,1,8,0.019185794153690594,0.018292420195786103,0.875,0.9981258115421341,8.669055868062991e-06,0.9952180892058808,0.0012907536292914301,2.1399231400209828e-05
reference_b_even,lofo_best_linear,2,8,0.06103020737471354,0.04176349325820691,1.0,0.9994359462403084,1.0491019292180326e-05,0.9945710611258465,0.0006919496227055788,2.259454481645662e-05
reference_b_even,lofo_best_linear,4,8,0.3708607219130977,0.02139781327766789,1.0,0.9959205472837057,0.0003922172051657319,0.968499752624852,0.001959890141733922,0.00015756311404402368
reference_b_even,lofo_best_linear,5,8,1.4111591521363431,0.23122653583576838,1.0,0.9894512851523889,0.005645194084835506,0.8613521399309083,0.003969397599576041,0.0013708085607504472
reference_b_even,lofo_best_linear,7,8,0.9691051667511177,0.10562621054555457,1.0,0.9939940179493438,0.001707830843477226,0.9165292071693869,0.002510002668714151,0.000500234127684962
reference_b_even,lofo_best_linear,8,8,0.8152812434471279,0.0326028344070302,1.0,0.99474502007197,0.001150929909923784,0.9354080992471385,0.0022431606194004416,0.00036219531830283813
reference_b_even,lofo_best_linear,9,8,0.0607264697274843,0.0025622336931995352,1.0,0.9973991865838947,3.737810030192412e-05,0.994473662070216,0.0015180417249212041,2.747792973423202e-05
reference_b_even,lofo_best_linear,10,8,0.02620518135216976,0.00963081343343705,1.0,0.9983207134844778,1.041721577926813e-05,0.9946359429726731,0.0012081183958798647,2.9165845035095117e-05
reference_b_even,lofo_best_linear,11,8,0.04019018849081046,0.021192064627764413,1.0,0.9989661414498767,1.0504241136563564e-05,0.9944210800819628,0.0009451375808566809,2.664391740836436e-05
reference_b_even,lofo_best_linear,13,8,-0.0038525405726757,0.045647981964665824,0.5,0.9995545331590897,-3.144743739025291e-06,0.9946551887592154,0.0006095261123846285,2.4570964569647913e-05
