variant,pair_key,source_pair_key,structure_source,strength_level,seed,p99_source_residual_std,physical_source_residual_std,p99_source_clean_std,physical_source_clean_std,common_clean_std,target_residual_std,realized_residual_mean,realized_residual_std,preclip_pixel_ratio,saved_zero_pixel_ratio,saved_one_pixel_ratio,signal_residual_correlation
P-H,factorial_15ms_to_500ms_007,15ms_to_500ms_007,p99,high,20260722,0.0012759841856817278,0.0011510961728366268,0.03473749788372769,0.027537053873402998,0.034194716218655816,0.0014293978996985928,-4.896264726994559e-09,0.0014293816793065422,0.0,0.0,0.0,-0.0018555880588559672
H-L,factorial_15ms_to_500ms_007,15ms_to_500ms_007,physical,low,20260722,0.0012759841856817278,0.0011510961728366268,0.03473749788372769,0.027537053873402998,0.034194716218655816,0.0012560466293491477,-4.781796292263607e-09,0.0012560361250441507,0.0,0.0,0.0,-0.019186236174550283
H-H,factorial_15ms_to_500ms_007,15ms_to_500ms_007,physical,high,20260722,0.0012759841856817278,0.0011510961728366268,0.03473749788372769,0.027537053873402998,0.034194716218655816,0.0014293978996985928,1.3788053365715314e-08,0.0014293978663476564,0.0,0.0,0.0,-0.019178508804428743
P-L,factorial_15ms_to_500ms_008,15ms_to_500ms_008,p99,low,20260723,0.0012842083584309715,0.0011407890445820632,0.034806513861228155,0.026925856290721233,0.03426265381409401,0.0012641422977754592,-2.8560975806612987e-09,0.0012641611145164382,0.0,0.0,0.0,0.005210268763169425
P-H,factorial_15ms_to_500ms_008,15ms_to_500ms_008,p99,high,20260723,0.0012842083584309715,0.0011407890445820632,0.034806513861228155,0.026925856290721233,0.03426265381409401,0.0014516329466890774,4.011610599263804e-09,0.0014516335837749356,0.0,0.0,0.0,0.005212621166186564
H-L,factorial_15ms_to_500ms_008,15ms_to_500ms_008,physical,low,20260723,0.0012842083584309715,0.0011407890445820632,0.034806513861228155,0.026925856290721233,0.03426265381409401,0.0012641422977754592,2.3800339477020316e-09,0.0012641347025485064,0.0,0.0,0.0,0.0019872693603337943
H-H,factorial_15ms_to_500ms_008,15ms_to_500ms_008,physical,high,20260723,0.0012842083584309715,0.0011407890445820632,0.034806513861228155,0.026925856290721233,0.03426265381409401,0.0014516329466890774,1.402418092766311e-08,0.0014516569404223586,0.0,0.0,0.0,0.001990825676526586
P-L,factorial_15ms_to_500ms_009,15ms_to_500ms_009,p99,low,20260724,0.0012830527858912434,0.001106071183667511,0.03569632186852992,0.025469842159695548,0.03513855833202141,0.0012630047803286115,-3.904595757830975e-09,0.001263000713491181,0.0,0.0,0.0,0.010731717655344341
P-H,factorial_15ms_to_500ms_009,15ms_to_500ms_009,p99,high,20260724,0.0012830527858912434,0.001106071183667511,0.03569632186852992,0.025469842159695548,0.03513855833202141,0.0015259516161498419,-9.550888080411823e-09,0.0015259426652752836,0.0,0.0,0.0,0.010732036347818151
H-L,factorial_15ms_to_500ms_009,15ms_to_500ms_009,physical,low,20260724,0.0012830527858912434,0.001106071183667511,0.03569632186852992,0.025469842159695548,0.03513855833202141,0.0012630047803286115,1.9432860653978423e-08,0.0012630042307668825,0.0,0.0,0.0,0.02191879387810067
H-H,factorial_15ms_to_500ms_009,15ms_to_500ms_009,physical,high,20260724,0.0012830527858912434,0.001106071183667511,0.03569632186852992,0.025469842159695548,0.03513855833202141,0.0015259516161498419,-7.2835319997466286e-09,0.0015259704160092199,0.0,0.0,0.0,0.02191749532404321
P-L,factorial_15ms_to_500ms_010,15ms_to_500ms_010,p99,low,20260725,0.001248875686486055,0.0010832906260801658,0.03567380489144238,0.02491890123955652,0.03511639318462542,0.0012293617061263824,1.1528697996254778e-09,0.0012293490417353298,0.0,0.0,0.0,-0.011124937512522817
P-H,factorial_15ms_to_500ms_010,15ms_to_500ms_010,p99,high,20260725,0.001248875686486055,0.0010832906260801658,0.03567380489144238,0.02491890123955652,0.03511639318462542,0.001526602605505858,-1.1944315758682933e-08,0.001526592924788827,0.0,0.0,0.0,-0.011115674577837985
H-L,factorial_15ms_to_500ms_010,15ms_to_500ms_010,physical,low,20260725,0.001248875686486055,0.0010832906260801658,0.03567380489144238,0.02491890123955652,0.03511639318462542,0.0012293617061263824,1.6059090057751746e-08,0.0012293605525352305,0.0,0.0,0.0,-0.0018215446660190195
H-H,factorial_15ms_to_500ms_010,15ms_to_500ms_010,physical,high,20260725,0.001248875686486055,0.0010832906260801658,0.03567380489144238,0.02491890123955652,0.03511639318462542,0.001526602605505858,-7.044747007967089e-10,0.001526618984656351,0.0,0.0,0.0,-0.0018387470063049734
P-L,factorial_15ms_to_500ms_011,15ms_to_500ms_011,p99,low,20260726,0.0012979069559106013,0.001068869124644353,0.03654353648377002,0.02415134823509463,0.035972535026734934,0.0012776268507475427,-9.03358454706904e-09,0.0012776344121476833,0.0,0.0,0.0,0.012066707502886213
