variant,pair_key,source_pair_key,structure_source,strength_level,seed,p99_source_residual_std,physical_source_residual_std,p99_source_clean_std,physical_source_clean_std,common_clean_std,target_residual_std,realized_residual_mean,realized_residual_std,preclip_pixel_ratio,saved_zero_pixel_ratio,saved_one_pixel_ratio,signal_residual_correlation
H-H,factorial_15ms_to_500ms_048,15ms_to_500ms_048,physical,high,20260763,0.0018054590997961248,0.0008351987937403922,0.08119731232864076,0.012912120408600652,0.07992858494578918,0.005170046097745017,1.8557784642325714e-08,0.005170055486224013,0.00194549560546875,1.1444091796875e-05,0.001934051513671875,-0.15903828496525405
P-L,factorial_15ms_to_500ms_049,15ms_to_500ms_049,p99,low,20260764,0.0017567793143125877,0.000826411815267891,0.0812095748697372,0.012764155039879073,0.07994065580382644,0.0017293292165857543,1.0993289834004827e-08,0.0017293424047916534,0.00177764892578125,0.0,0.00177764892578125,-0.1984159595024746
P-H,factorial_15ms_to_500ms_049,15ms_to_500ms_049,p99,high,20260764,0.0017567793143125877,0.000826411815267891,0.0812095748697372,0.012764155039879073,0.07994065580382644,0.005175736448683231,-6.466052582254633e-09,0.005175733297618618,0.001964569091796875,0.0,0.001964569091796875,-0.22455189424568242
H-L,factorial_15ms_to_500ms_049,15ms_to_500ms_049,physical,low,20260764,0.0017567793143125877,0.000826411815267891,0.0812095748697372,0.012764155039879073,0.07994065580382644,0.0017293292165857543,-6.407503860828001e-09,0.0017293493948043162,0.0016326904296875,0.0,0.001636505126953125,-0.14984658427428105
H-H,factorial_15ms_to_500ms_049,15ms_to_500ms_049,physical,high,20260764,0.0017567793143125877,0.000826411815267891,0.0812095748697372,0.012764155039879073,0.07994065580382644,0.005175736448683231,4.88716977997683e-09,0.005175757247632999,0.001827239990234375,3.0517578125e-05,0.001796722412109375,-0.1574325783887556
P-L,factorial_15ms_to_500ms_050,15ms_to_500ms_050,p99,low,20260765,0.0018150604144455092,0.0008271552217878905,0.08170971331889758,0.012991631784370399,0.0804329795461082,0.001786699662257682,4.133994480071124e-09,0.0017867097442076866,0.00183868408203125,0.0,0.00183868408203125,-0.19465173731898697
P-H,factorial_15ms_to_500ms_050,15ms_to_500ms_050,p99,high,20260765,0.0018150604144455092,0.0008271552217878905,0.08170971331889758,0.012991631784370399,0.0804329795461082,0.005121031764120784,1.175112629425712e-08,0.005121022881911144,0.002056121826171875,0.0,0.002056121826171875,-0.21839399926996378
H-L,factorial_15ms_to_500ms_050,15ms_to_500ms_050,physical,low,20260765,0.0018150604144455092,0.0008271552217878905,0.08170971331889758,0.012991631784370399,0.0804329795461082,0.001786699662257682,2.0351080820546485e-09,0.0017867119929544793,0.001613616943359375,0.0,0.001613616943359375,-0.1289203244665706
H-H,factorial_15ms_to_500ms_050,15ms_to_500ms_050,physical,high,20260765,0.0018150604144455092,0.0008271552217878905,0.08170971331889758,0.012991631784370399,0.0804329795461082,0.005121031764120784,-2.7273472369415686e-09,0.0051210297478343466,0.0017852783203125,1.1444091796875e-05,0.001773834228515625,-0.13830004488164074
P-L,factorial_15ms_to_500ms_051,15ms_to_500ms_051,p99,low,20260766,0.0017947041447194257,0.0008405946622384348,0.08115113319856561,0.012969358956038565,0.07988312733302137,0.0017666614632099453,1.3969838619232178e-08,0.0017666554187174967,0.00174713134765625,0.0,0.00174713134765625,-0.18862132742383575
P-H,factorial_15ms_to_500ms_051,15ms_to_500ms_051,p99,high,20260766,0.0017947041447194257,0.0008405946622384348,0.08115113319856561,0.012969358956038565,0.07988312733302137,0.005177536581928446,-1.751914169290103e-09,0.005177541109771479,0.001941680908203125,0.0,0.001941680908203125,-0.21609130883944613
H-L,factorial_15ms_to_500ms_051,15ms_to_500ms_051,physical,low,20260766,0.0017947041447194257,0.0008405946622384348,0.08115113319856561,0.012969358956038565,0.07988312733302137,0.0017666614632099453,1.9110757421003655e-09,0.0017666730203752506,0.001613616943359375,0.0,0.001613616943359375,-0.1376500435648179
H-H,factorial_15ms_to_500ms_051,15ms_to_500ms_051,physical,high,20260766,0.0017947041447194257,0.0008405946622384348,0.08115113319856561,0.012969358956038565,0.07988312733302137,0.005177536581928446,5.000629244023003e-09,0.005177514657622859,0.00177001953125,1.1444091796875e-05,0.001758575439453125,-0.14710664985936842
P-L,factorial_15ms_to_500ms_052,15ms_to_500ms_052,p99,low,20260767,0.0017764668704553274,0.0008362968208631352,0.07964637174271683,0.012723761700743049,0.07840187813405285,0.0017487091507009795,-1.1471342986624222e-08,0.0017486989661672564,0.001567840576171875,0.0,0.001567840576171875,-0.19178243116344024
P-H,factorial_15ms_to_500ms_052,15ms_to_500ms_052,p99,high,20260767,0.0017764668704553274,0.0008362968208631352,0.07964637174271683,0.012723761700743049,0.07840187813405285,0.005153133403101877,-9.256154953618534e-09,0.005153132409269301,0.001800537109375,0.0,0.001800537109375,-0.21474837425313248
H-L,factorial_15ms_to_500ms_052,15ms_to_500ms_052,physical,low,20260767,0.0017764668704553274,0.0008362968208631352,0.07964637174271683,0.012723761700743049,0.07840187813405285,0.0017487091507009795,-7.91362708696397e-09,0.0017487108704470648,0.001453399658203125,0.0,0.001453399658203125,-0.14084634804624643
H-H,factorial_15ms_to_500ms_052,15ms_to_500ms_052,physical,high,20260767,0.0017764668704553274,0.0008362968208631352,0.07964637174271683,0.012723761700743049,0.07840187813405285,0.005153133403101877,-9.931682143360376e-10,0.005153120438515521,0.001621246337890625,2.6702880859375e-05,0.00159454345703125,-0.1533597363132381
P-L,factorial_15ms_to_500ms_053,15ms_to_500ms_053,p99,low,20260768,0.0017918837780785146,0.0008252181688523545,0.08051264161689305,0.013089955666833434,0.07925461232049537,0.0017638851651490197,1.0701796782086603e-08,0.001763890764816854,0.001522064208984375,0.0,0.00152587890625,-0.17926792673221556
P-H,factorial_15ms_to_500ms_053,15ms_to_500ms_053,p99,high,20260768,0.0017918837780785146,0.0008252181688523545,0.08051264161689305,0.013089955666833434,0.07925461232049537,0.004996376436777024,5.521997081814334e-09,0.004996370625869117,0.00174713134765625,0.0,0.001750946044921875,-0.2054423343536002
H-L,factorial_15ms_to_500ms_053,15ms_to_500ms_053,physical,low,20260768,0.0017918837780785146,0.0008252181688523545,0.08051264161689305,0.013089955666833434,0.07925461232049537,0.0017638851651490197,1.606005639587238e-08,0.0017638996940616972,0.0015106201171875,0.0,0.0015106201171875,-0.13087154494680983
H-H,factorial_15ms_to_500ms_053,15ms_to_500ms_053,physical,high,20260768,0.0017918837780785146,0.0008252181688523545,0.08051264161689305,0.013089955666833434,0.07925461232049537,0.004996376436777024,4.194021130388137e-09,0.004996370610394616,0.00168609619140625,2.288818359375e-05,0.0016632080078125,-0.14110703845424444
P-L,factorial_15ms_to_500ms_054,15ms_to_500ms_054,p99,low,20260769,0.0017367714404758294,0.0008333757973933015,0.07657501456364622,0.013123542254221899,0.07537851164169676,0.001709633971222585,-4.768025974044576e-10,0.0017096469736242923,0.000942230224609375,0.0,0.000942230224609375,-0.12618974447277265
P-H,factorial_15ms_to_500ms_054,15ms_to_500ms_054,p99,high,20260769,0.0017367714404758294,0.0008333757973933015,0.07657501456364622,0.013123542254221899,0.07537851164169676,0.00478671276617487,4.1313796828035265e-09,0.004786712074696639,0.001148223876953125,0.0,0.001148223876953125,-0.1450280965487316
H-L,factorial_15ms_to_500ms_054,15ms_to_500ms_054,physical,low,20260769,0.0017367714404758294,0.0008333757973933015,0.07657501456364622,0.013123542254221899,0.07537851164169676,0.001709633971222585,7.206551799754379e-09,0.00170964322113959,0.000904083251953125,0.0,0.000904083251953125,-0.08415201620141093
H-H,factorial_15ms_to_500ms_054,15ms_to_500ms_054,physical,high,20260769,0.0017367714404758294,0.0008333757973933015,0.07657501456364622,0.013123542254221899,0.07537851164169676,0.00478671276617487,2.2085941964178346e-09,0.004786716866205046,0.001087188720703125,3.814697265625e-06,0.0010833740234375,-0.09700954865074776
P-L,factorial_15ms_to_500ms_055,15ms_to_500ms_055,p99,low,20260770,0.001814608239438826,0.0008237824019979939,0.08308353447055473,0.012774165150646307,0.08178533443032691,0.001786254552941869,2.6689690457715187e-09,0.0017862645128533356,0.002071380615234375,0.0,0.002071380615234375,-0.24057582974039585
P-H,factorial_15ms_to_500ms_055,15ms_to_500ms_055,p99,high,20260770,0.001814608239438826,0.0008237824019979939,0.08308353447055473,0.012774165150646307,0.08178533443032691,0.0052741857061253975,-5.415131454356015e-09,0.005274198385515361,0.002246856689453125,0.0,0.002246856689453125,-0.2598758857428947
H-L,factorial_15ms_to_500ms_055,15ms_to_500ms_055,physical,low,20260770,0.001814608239438826,0.0008237824019979939,0.08308353447055473,0.012774165150646307,0.08178533443032691,0.001786254552941869,-8.796178008196875e-09,0.001786244005859015,0.00206756591796875,0.0,0.00206756591796875,-0.17635698753191398
H-H,factorial_15ms_to_500ms_055,15ms_to_500ms_055,physical,high,20260770,0.001814608239438826,0.0008237824019979939,0.08308353447055473,0.012774165150646307,0.08178533443032691,0.0052741857061253975,-2.6864199753617868e-09,0.005274203043079298,0.00229644775390625,5.7220458984375e-05,0.002239227294921875,-0.18430954218282913
P-L,factorial_15ms_to_500ms_056,15ms_to_500ms_056,p99,low,20260771,0.001816258257557267,0.0008236922829852356,0.08330267363155357,0.01285703172128341,0.08200104947391522,0.0017878787887901182,-5.88329385209363e-10,0.001787878994814932,0.002223968505859375,0.0,0.002223968505859375,-0.2505246373590542
P-H,factorial_15ms_to_500ms_056,15ms_to_500ms_056,p99,high,20260771,0.001816258257557267,0.0008236922829852356,0.08330267363155357,0.01285703172128341,0.08200104947391522,0.005253438982851959,9.085397323360667e-09,0.005253442789575586,0.00241851806640625,0.0,0.00241851806640625,-0.2711120454142374
H-L,factorial_15ms_to_500ms_056,15ms_to_500ms_056,physical,low,20260771,0.001816258257557267,0.0008236922829852356,0.08330267363155357,0.01285703172128341,0.08200104947391522,0.0017878787887901182,6.107939043431543e-09,0.0017878908324767918,0.002147674560546875,0.0,0.002147674560546875,-0.1953981881664775
H-H,factorial_15ms_to_500ms_056,15ms_to_500ms_056,physical,high,20260771,0.001816258257557267,0.0008236922829852356,0.08330267363155357,0.01285703172128341,0.08200104947391522,0.005253438982851959,-4.718458512797952e-09,0.005253446627485016,0.002323150634765625,4.57763671875e-05,0.002277374267578125,-0.20044479645502025
P-L,factorial_15ms_to_500ms_057,15ms_to_500ms_057,p99,low,20260772,0.001780368296174499,0.0008397225942247843,0.08249310739746413,0.01290002334700753,0.08120413288981199,0.0017525496162823222,3.7168774724705145e-09,0.0017525532756903991,0.002033233642578125,0.0,0.00203704833984375,-0.22675713524073035
P-H,factorial_15ms_to_500ms_057,15ms_to_500ms_057,p99,high,20260772,0.001780368296174499,0.0008397225942247843,0.08249310739746413,0.01290002334700753,0.08120413288981199,0.0052859551721528555,-1.4267470760387369e-08,0.0052859563610459055,0.00228118896484375,0.0,0.00228118896484375,-0.25159343560216335
H-L,factorial_15ms_to_500ms_057,15ms_to_500ms_057,physical,low,20260772,0.001780368296174499,0.0008397225942247843,0.08249310739746413,0.01290002334700753,0.08120413288981199,0.0017525496162823222,-9.553332347422838e-09,0.0017525615989416239,0.0019073486328125,0.0,0.0019073486328125,-0.17435077263413157
H-H,factorial_15ms_to_500ms_057,15ms_to_500ms_057,physical,high,20260772,0.001780368296174499,0.0008397225942247843,0.08249310739746413,0.01290002334700753,0.08120413288981199,0.0052859551721528555,1.448711373086553e-09,0.005285948329719119,0.002040863037109375,3.4332275390625e-05,0.00200653076171875,-0.181099960392414
P-L,factorial_15ms_to_500ms_058,15ms_to_500ms_058,p99,low,20260773,0.001790790340825189,0.0008359897537320226,0.08292781422302851,0.012692155735518818,0.08163204732113977,0.0017628088140768455,-1.2887539924122393e-09,0.0017628480570278712,0.002239227294921875,0.0,0.002239227294921875,-0.26892997871681923
P-H,factorial_15ms_to_500ms_058,15ms_to_500ms_058,p99,high,20260773,0.001790790340825189,0.0008359897537320226,0.08292781422302851,0.012692155735518818,0.08163204732113977,0.0053768293234585695,6.747541192453355e-09,0.005376830985654869,0.002391815185546875,0.0,0.002391815185546875,-0.2894724035746606
H-L,factorial_15ms_to_500ms_058,15ms_to_500ms_058,physical,low,20260773,0.001790790340825189,0.0008359897537320226,0.08292781422302851,0.012692155735518818,0.08163204732113977,0.0017628088140768455,-1.80938286575838e-09,0.0017628333693294168,0.00208282470703125,0.0,0.002086639404296875,-0.1664545045332473
H-H,factorial_15ms_to_500ms_058,15ms_to_500ms_058,physical,high,20260773,0.001790790340825189,0.0008359897537320226,0.08292781422302851,0.012692155735518818,0.08163204732113977,0.0053768293234585695,-1.0773192116175778e-08,0.005376844041653918,0.00231170654296875,6.866455078125e-05,0.0022430419921875,-0.17671289734362958
P-L,factorial_15ms_to_500ms_059,15ms_to_500ms_059,p99,low,20260774,0.0017683063029424598,0.0008296572190566535,0.0811207172225538,0.012786409653904074,0.07985318663993114,0.0017406760945916785,1.5881596482358873e-08,0.001740697870574462,0.001739501953125,0.0,0.001739501953125,-0.20235153574680778
P-H,factorial_15ms_to_500ms_059,15ms_to_500ms_059,p99,high,20260774,0.0017683063029424598,0.0008296572190566535,0.0811207172225538,0.012786409653904074,0.07985318663993114,0.005181342890908305,1.5778368833707646e-08,0.005181359943585369,0.001941680908203125,0.0,0.001941680908203125,-0.22565706929308532
H-L,factorial_15ms_to_500ms_059,15ms_to_500ms_059,physical,low,20260774,0.0017683063029424598,0.0008296572190566535,0.0811207172225538,0.012786409653904074,0.07985318663993114,0.0017406760945916785,1.9090919067821233e-08,0.001740683777298726,0.001739501953125,0.0,0.001739501953125,-0.13059363121996215
H-H,factorial_15ms_to_500ms_059,15ms_to_500ms_059,physical,high,20260774,0.0017683063029424598,0.0008296572190566535,0.0811207172225538,0.012786409653904074,0.07985318663993114,0.005181342890908305,-1.53615928866202e-08,0.005181364275723665,0.00193023681640625,3.814697265625e-05,0.00189208984375,-0.14211228493622763
P-L,factorial_15ms_to_500ms_060,15ms_to_500ms_060,p99,low,20260775,0.0017363800905894364,0.0008305379414685073,0.0772030865191217,0.012897773775637557,0.07599676982589866,0.0017092487363457255,-4.199534942017635e-09,0.0017092406449149427,0.001186370849609375,0.0,0.001186370849609375,-0.1328437007015654
P-H,factorial_15ms_to_500ms_060,15ms_to_500ms_060,p99,high,20260775,0.0017363800905894364,0.0008305379414685073,0.0772030865191217,0.012897773775637557,0.07599676982589866,0.0048937283183459945,-1.2343662092462182e-08,0.004893726600852562,0.001415252685546875,0.0,0.001415252685546875,-0.15876254562821876
H-L,factorial_15ms_to_500ms_060,15ms_to_500ms_060,physical,low,20260775,0.0017363800905894364,0.0008305379414685073,0.0772030865191217,0.012897773775637557,0.07599676982589866,0.0017092487363457255,-5.821334525535349e-09,0.0017092591118963456,0.00115966796875,0.0,0.00115966796875,-0.1118067239676459
H-H,factorial_15ms_to_500ms_060,15ms_to_500ms_060,physical,high,20260775,0.0017363800905894364,0.0008305379414685073,0.0772030865191217,0.012897773775637557,0.07599676982589866,0.0048937283183459945,3.432433004491031e-09,0.004893725057402321,0.001300811767578125,3.814697265625e-06,0.0012969970703125,-0.12161839593815744
P-L,factorial_15ms_to_500ms_061,15ms_to_500ms_061,p99,low,20260776,0.0017124325935122043,0.0008260341397982264,0.07780998036648737,0.012867872369954514,0.0765941808042126,0.0016856754244728212,-7.972630555741489e-09,0.0016856611553168676,0.001232147216796875,0.0,0.001232147216796875,-0.17318072969565826
P-H,factorial_15ms_to_500ms_061,15ms_to_500ms_061,p99,high,20260776,0.0017124325935122043,0.0008260341397982264,0.07780998036648737,0.012867872369954514,0.0765941808042126,0.004916850776503406,2.2646418074145913e-09,0.004916841176622637,0.001407623291015625,0.0,0.001407623291015625,-0.19172212778592754
H-L,factorial_15ms_to_500ms_061,15ms_to_500ms_061,physical,low,20260776,0.0017124325935122043,0.0008260341397982264,0.07780998036648737,0.012867872369954514,0.0765941808042126,0.0016856754244728212,4.128310138185043e-09,0.0016856755564332471,0.001171112060546875,0.0,0.001171112060546875,-0.10016356756533683
H-H,factorial_15ms_to_500ms_061,15ms_to_500ms_061,physical,high,20260776,0.0017124325935122043,0.0008260341397982264,0.07780998036648737,0.012867872369954514,0.0765941808042126,0.004916850776503406,-1.75310788108618e-09,0.004916859693779863,0.0013427734375,7.62939453125e-06,0.00133514404296875,-0.1121585605222278
P-L,factorial_15ms_to_500ms_062,15ms_to_500ms_062,p99,low,20260777,0.0018019139083688485,0.0008300333840185581,0.08335897338981675,0.012812018826920518,0.08205646951845363,0.0017737585731233188,-1.1994075066468213e-08,0.001773767896892642,0.00212860107421875,0.0,0.00212860107421875,-0.23883073075593142
P-H,factorial_15ms_to_500ms_062,15ms_to_500ms_062,p99,high,20260777,0.0018019139083688485,0.0008300333840185581,0.08335897338981675,0.012812018826920518,0.08205646951845363,0.005316071572725629,8.203187462640926e-09,0.005316072696948166,0.002315521240234375,0.0,0.002315521240234375,-0.25856693090140015
H-L,factorial_15ms_to_500ms_062,15ms_to_500ms_062,physical,low,20260777,0.0018019139083688485,0.0008300333840185581,0.08335897338981675,0.012812018826920518,0.08205646951845363,0.0017737585731233188,7.586322681163438e-10,0.0017737642671855256,0.00211334228515625,0.0,0.00211334228515625,-0.1842155627171944
H-H,factorial_15ms_to_500ms_062,15ms_to_500ms_062,physical,high,20260777,0.0018019139083688485,0.0008300333840185581,0.08335897338981675,0.012812018826920518,0.08205646951845363,0.005316071572725629,6.517780093417969e-09,0.005316073009975701,0.00225067138671875,4.9591064453125e-05,0.00220489501953125,-0.19092984139327707
P-L,factorial_15ms_to_500ms_063,15ms_to_500ms_063,p99,low,20260778,0.001740025067843827,0.0008276583427228914,0.08168586105539617,0.012828108569952533,0.08040949998127395,0.001712836760884724,1.5948387499520322e-08,0.0017128349564753595,0.001941680908203125,0.0,0.001941680908203125,-0.21827003743608572
P-H,factorial_15ms_to_500ms_063,15ms_to_500ms_063,p99,high,20260778,0.001740025067843827,0.0008276583427228914,0.08168586105539617,0.012828108569952533,0.08040949998127395,0.00518795059542623,4.042703949380666e-10,0.00518794807716356,0.002132415771484375,0.0,0.002132415771484375,-0.23961945953108332
H-L,factorial_15ms_to_500ms_063,15ms_to_500ms_063,physical,low,20260778,0.001740025067843827,0.0008276583427228914,0.08168586105539617,0.012828108569952533,0.08040949998127395,0.001712836760884724,-2.910994112426124e-09,0.001712833082472249,0.0019683837890625,0.0,0.0019683837890625,-0.15671197690286723
H-H,factorial_15ms_to_500ms_063,15ms_to_500ms_063,physical,high,20260778,0.001740025067843827,0.0008276583427228914,0.08168586105539617,0.012828108569952533,0.08040949998127395,0.00518795059542623,-8.262304618256167e-09,0.005187957708383549,0.002162933349609375,3.814697265625e-05,0.002124786376953125,-0.16675371639755437
P-L,factorial_15ms_to_500ms_064,15ms_to_500ms_064,p99,low,20260779,0.0017881840545157439,0.0008319424449949954,0.084057760767063,0.0128367319849646,0.08274433821026853,0.0017602432522451524,-6.0047113947803155e-09,0.0017602535185796814,0.00229644775390625,0.0,0.00229644775390625,-0.2552913716627112
P-H,factorial_15ms_to_500ms_064,15ms_to_500ms_064,p99,high,20260779,0.0017881840545157439,0.0008319424449949954,0.084057760767063,0.0128367319849646,0.08274433821026853,0.005362620885188908,8.767528925091028e-10,0.005362609405004363,0.002422332763671875,0.0,0.002422332763671875,-0.2748810584371059
H-L,factorial_15ms_to_500ms_064,15ms_to_500ms_064,physical,low,20260779,0.0017881840545157439,0.0008319424449949954,0.084057760767063,0.0128367319849646,0.08274433821026853,0.0017602432522451524,-1.1465033367130673e-08,0.001760237606707855,0.00223541259765625,0.0,0.00223541259765625,-0.18605446592259392
H-H,factorial_15ms_to_500ms_064,15ms_to_500ms_064,physical,high,20260779,0.0017881840545157439,0.0008319424449949954,0.084057760767063,0.0128367319849646,0.08274433821026853,0.005362620885188908,5.988795237499289e-09,0.005362632196218858,0.002407073974609375,5.340576171875e-05,0.002353668212890625,-0.19276598694797314
P-L,factorial_15ms_to_500ms_065,15ms_to_500ms_065,p99,low,20260780,0.001854672622106951,0.000824459350472204,0.08548392692819598,0.012341840825873968,0.08414822016217259,0.0018256929196163593,1.2756800060742535e-09,0.0018256966628439287,0.00254058837890625,0.0,0.00254058837890625,-0.3014078749890535
P-H,factorial_15ms_to_500ms_065,15ms_to_500ms_065,p99,high,20260780,0.001854672622106951,0.000824459350472204,0.08548392692819598,0.012341840825873968,0.08414822016217259,0.005621267355259707,-1.1879819794557989e-08,0.005621278358208991,0.002685546875,0.0,0.002685546875,-0.3165768801021326
H-L,factorial_15ms_to_500ms_065,15ms_to_500ms_065,physical,low,20260780,0.001854672622106951,0.000824459350472204,0.08548392692819598,0.012341840825873968,0.08414822016217259,0.0018256929196163593,3.955392458010465e-09,0.0018257075385545456,0.002529144287109375,0.0,0.002529144287109375,-0.209696449848785
H-H,factorial_15ms_to_500ms_065,15ms_to_500ms_065,physical,high,20260780,0.001854672622106951,0.000824459350472204,0.08548392692819598,0.012341840825873968,0.08414822016217259,0.005621267355259707,-3.3760443329811096e-09,0.005621263760260036,0.002838134765625,0.000209808349609375,0.002628326416015625,-0.21809823524124206
P-L,factorial_15ms_to_500ms_066,15ms_to_500ms_066,p99,low,20260781,0.0018283954997293478,0.0008157069107746465,0.08810081287354099,0.012412139177210993,0.08672421666036968,0.001799826383974199,1.4716306395712309e-08,0.0017998247824988526,0.003025054931640625,0.0,0.003025054931640625,-0.3330523784688875
P-H,factorial_15ms_to_500ms_066,15ms_to_500ms_066,p99,high,20260781,0.0018283954997293478,0.0008157069107746465,0.08810081287354099,0.012412139177210993,0.08672421666036968,0.0056993836317324395,-5.121819413034245e-09,0.005699376397903808,0.00318145751953125,0.0,0.00318145751953125,-0.349580926606275
H-L,factorial_15ms_to_500ms_066,15ms_to_500ms_066,physical,low,20260781,0.0018283954997293478,0.0008157069107746465,0.08810081287354099,0.012412139177210993,0.08672421666036968,0.001799826383974199,1.8021637515630573e-09,0.0017998349826870564,0.003002166748046875,0.0,0.0030059814453125,-0.23579274005953943
H-H,factorial_15ms_to_500ms_066,15ms_to_500ms_066,physical,high,20260781,0.0018283954997293478,0.0008157069107746465,0.08810081287354099,0.012412139177210993,0.08672421666036968,0.0056993836317324395,1.05355866253376e-08,0.005699385351425719,0.0033416748046875,0.00028228759765625,0.00305938720703125,-0.23875471113686794
P-L,factorial_15ms_to_500ms_067,15ms_to_500ms_067,p99,low,20260782,0.0018369856251239539,0.0008046805724369829,0.08622832362985403,0.012013690991696864,0.08488098550449118,0.0018082822865423361,1.333546606474556e-09,0.001808299332992644,0.002849578857421875,0.0,0.002849578857421875,-0.33619085243651564
P-H,factorial_15ms_to_500ms_067,15ms_to_500ms_067,p99,high,20260782,0.0018369856251239539,0.0008046805724369829,0.08622832362985403,0.012013690991696864,0.08488098550449118,0.005685353489778909,1.6179455997189507e-08,0.005685364815455333,0.002948760986328125,0.0,0.002948760986328125,-0.34748493182467466
H-L,factorial_15ms_to_500ms_067,15ms_to_500ms_067,physical,low,20260782,0.0018369856251239539,0.0008046805724369829,0.08622832362985403,0.012013690991696864,0.08488098550449118,0.0018082822865423361,-9.023324309964664e-09,0.001808304145935713,0.002811431884765625,0.0,0.002811431884765625,-0.21199728901104148
H-H,factorial_15ms_to_500ms_067,15ms_to_500ms_067,physical,high,20260782,0.0018369856251239539,0.0008046805724369829,0.08622832362985403,0.012013690991696864,0.08488098550449118,0.005685353489778909,-1.088301360141486e-08,0.005685345062591255,0.003231048583984375,0.000354766845703125,0.00287628173828125,-0.21561347101403938
P-L,factorial_15ms_to_500ms_068,15ms_to_500ms_068,p99,low,20260783,0.0018619634990169093,0.0008217609745388079,0.08655959180563193,0.012350297053069418,0.0852070775513576,0.0018328698755278598,-9.95373738987837e-09,0.0018328858090066414,0.002712249755859375,0.0,0.002716064453125,-0.32089620883982634
P-H,factorial_15ms_to_500ms_068,15ms_to_500ms_068,p99,high,20260783,0.0018619634990169093,0.0008217609745388079,0.08655959180563193,0.012350297053069418,0.0852070775513576,0.005669487202237405,6.863501766929403e-09,0.005669482768600904,0.00286865234375,0.0,0.002872467041015625,-0.34334582040131134
H-L,factorial_15ms_to_500ms_068,15ms_to_500ms_068,physical,low,20260783,0.0018619634990169093,0.0008217609745388079,0.08655959180563193,0.012350297053069418,0.0852070775513576,0.0018328698755278598,1.0877329259528778e-08,0.0018328812473072927,0.00276947021484375,0.0,0.00276947021484375,-0.20416545494811145
H-H,factorial_15ms_to_500ms_068,15ms_to_500ms_068,physical,high,20260783,0.0018619634990169093,0.0008217609745388079,0.08655959180563193,0.012350297053069418,0.0852070775513576,0.005669487202237405,-1.2925738701596856e-08,0.005669492857545323,0.00307464599609375,0.00023651123046875,0.002841949462890625,-0.20914939555145187
P-L,factorial_15ms_to_500ms_069,15ms_to_500ms_069,p99,low,20260784,0.0017618939908404243,0.0008292656407629912,0.08036469408177348,0.012445426615305623,0.079108976561128,0.0017343639768324438,5.110223355586641e-10,0.0017343611274791525,0.001743316650390625,0.0,0.001743316650390625,-0.17725871710470903
P-H,factorial_15ms_to_500ms_069,15ms_to_500ms_069,p99,high,20260784,0.0017618939908404243,0.0008292656407629912,0.08036469408177348,0.012445426615305623,0.079108976561128,0.005271201877273474,1.0069243217003532e-08,0.0052712126219808505,0.001953125,0.0,0.001953125,-0.20100240709046602
H-L,factorial_15ms_to_500ms_069,15ms_to_500ms_069,physical,low,20260784,0.0017618939908404243,0.0008292656407629912,0.08036469408177348,0.012445426615305623,0.079108976561128,0.0017343639768324438,7.735081908322172e-09,0.0017343700529388701,0.0016326904296875,0.0,0.0016326904296875,-0.13436490739808946
H-H,factorial_15ms_to_500ms_069,15ms_to_500ms_069,physical,high,20260784,0.0017618939908404243,0.0008292656407629912,0.08036469408177348,0.012445426615305623,0.079108976561128,0.005271201877273474,-1.7930915419128723e-08,0.0052712024696135226,0.0018463134765625,3.4332275390625e-05,0.001811981201171875,-0.14663671208074633
P-L,factorial_15ms_to_500ms_070,15ms_to_500ms_070,p99,low,20260785,0.0018233461983674945,0.0008250394220615805,0.08640447717113535,0.012441017808941019,0.08505438658086843,0.0017948559785801654,1.709850039333105e-10,0.0017948562904436304,0.00275421142578125,0.0,0.002758026123046875,-0.3262909665435655
P-H,factorial_15ms_to_500ms_070,15ms_to_500ms_070,p99,high,20260785,0.0018233461983674945,0.0008250394220615805,0.08640447717113535,0.012441017808941019,0.08505438658086843,0.00564047275119648,-1.0476014722371474e-08,0.0056404699873464316,0.002872467041015625,0.0,0.00287628173828125,-0.34133201695644527
H-L,factorial_15ms_to_500ms_070,15ms_to_500ms_070,physical,low,20260785,0.0018233461983674945,0.0008250394220615805,0.08640447717113535,0.012441017808941019,0.08505438658086843,0.0017948559785801654,3.256332092860248e-09,0.0017948545360604584,0.0028076171875,0.0,0.0028076171875,-0.2331582844507765
H-H,factorial_15ms_to_500ms_070,15ms_to_500ms_070,physical,high,20260785,0.0018233461983674945,0.0008250394220615805,0.08640447717113535,0.012441017808941019,0.08505438658086843,0.00564047275119648,1.9776962290052325e-09,0.005640480074963596,0.003070831298828125,0.000179290771484375,0.00289154052734375,-0.237535244825039
P-L,factorial_15ms_to_500ms_071,15ms_to_500ms_071,p99,low,20260786,0.001810832322624448,0.0008162770844768454,0.08633123207169835,0.01247854681391625,0.08498228599338771,0.0017825376359685953,1.3273734111862723e-08,0.0017825485804419787,0.00283050537109375,0.0,0.00283050537109375,-0.28831550550866336
P-H,factorial_15ms_to_500ms_071,15ms_to_500ms_071,p99,high,20260786,0.001810832322624448,0.0008162770844768454,0.08633123207169835,0.01247854681391625,0.08498228599338771,0.00555906818937431,5.062702257419005e-09,0.005559071589899897,0.002956390380859375,0.0,0.002956390380859375,-0.3019120146675571
