folder,role,subset,frequency_cycles_per_pixel,nps_dn2_pixel2,normalized_nps
4,calibration,all200,0.39498542855342306,18043.47129546432,0.46707427138183694
4,calibration,all200,0.40050970028144295,17961.6403450303,0.46495599098420304
4,calibration,all200,0.4060339720094629,18009.91277041988,0.46620557359208736
4,calibration,all200,0.41155824373748273,18015.53642451347,0.4663511478053446
4,calibration,all200,0.4170825154655027,17945.325994129173,0.4645336768166333
4,calibration,all200,0.42260678719352257,17951.577556277334,0.46469550509166624
4,calibration,all200,0.42813105892154246,18087.308005869483,0.46820903083233223
4,calibration,all200,0.4336553306495624,18054.790462936962,0.4673672799616917
4,calibration,all200,0.43917960237758225,17956.415627304996,0.46482074365929743
4,calibration,all200,0.4447038741056022,17968.791364714663,0.4651411026655429
4,calibration,all200,0.4502281458336221,17870.955457735527,0.46260851709933043
4,calibration,all200,0.455752417561642,17833.23274783084,0.4616320249956348
4,calibration,all200,0.4612766892896619,17718.803058392692,0.4586698918814702
4,calibration,all200,0.46680096101768176,17932.06914878501,0.4641905094028606
4,calibration,all200,0.4723252327457017,17860.942956263956,0.46234933294607283
4,calibration,all200,0.4778495044737216,17970.06016291581,0.46517394684422825
4,calibration,all200,0.4833737762017415,17841.943015602596,0.4618574994570848
4,calibration,all200,0.48889804792976144,17853.152066862393,0.46214765756271314
4,calibration,all200,0.4944223196577813,17837.652144807536,0.46174642574419567
4,calibration,all200,0.4999465913858012,17941.152495800572,0.46442564141374304
4,calibration,all200,0.5054708631138212,17911.987086621535,0.4636706640582895
4,calibration,all200,0.510995134841841,17822.815653000504,0.46136236751686477
4,calibration,all200,0.516519406569861,17779.17800455985,0.46023276099512195
4,calibration,all200,0.5220436782978808,17904.28504579982,0.4634712886140611
4,calibration,all200,0.5275679500259007,17869.41123407967,0.46256854324246566
4,calibration,all200,0.5330922217539207,17836.665132849845,0.4617208758994106
4,calibration,all200,0.5386164934819405,17725.95625112972,0.4588550598145686
4,calibration,all200,0.5441407652099605,17697.147427581283,0.4581093130539862
4,calibration,all200,0.5496650369379803,17855.031961809116,0.46219632062472255
4,calibration,all200,0.5551893086660002,17776.88260062163,0.4601733420449424
4,calibration,all200,0.5607135803940202,17731.967554534007,0.45901066873879587
4,calibration,all200,0.56623785212204,17880.913859675573,0.46286630082919644
4,calibration,all200,0.57176212385006,17851.93065492191,0.46211604002732787
4,calibration,all200,0.5772863955780798,17676.704142368122,0.4575801170700633
4,calibration,all200,0.5828106673060998,17656.518532989874,0.4570575912967043
4,calibration,all200,0.5883349390341197,17834.923366419614,0.46167578843963103
4,calibration,all200,0.5938592107621395,17768.037208019694,0.45994436973484853
4,calibration,all200,0.5993834824901595,17779.959533736226,0.4602529917015444
4,calibration,all200,0.6049077542181793,17979.46337927766,0.4654173590102652
4,calibration,all200,0.6104320259461993,17956.576627461724,0.4648249113180403
4,calibration,all200,0.6159562976742192,17638.983846899602,0.4566036874665925
4,calibration,all200,0.6214805694022391,17738.049407113707,0.45916810390278395
4,calibration,all200,0.627004841130259,17932.065676554856,0.46419041952052353
4,calibration,all200,0.6325291128582788,17873.072586540584,0.4626633212097952
4,calibration,all200,0.6380533845862988,17708.76085013981,0.4584099387368689
4,calibration,all200,0.6435776563143187,17567.833642963647,0.4547618894490232
4,calibration,all200,0.6491019280423386,17720.02082552793,0.4587014150672303
4,calibration,all200,0.6546261997703585,17749.707457969685,0.4594698848361821
4,calibration,all200,0.6601504714983784,17621.28846083286,0.45614562374822026
4,calibration,all200,0.6656747432263983,17863.753683090847,0.46242209157234965
4,calibration,all200,0.6711990149544182,17755.831165783606,0.4596284034670212
4,calibration,all200,0.6767232866824381,17752.83560666927,0.45955086026218006
4,calibration,all200,0.682247558410458,17571.378559079083,0.4548536533388321
4,calibration,all200,0.6877718301384779,17896.712829542696,0.4632752738155156
4,calibration,all200,0.6932961018664978,18215.879062531214,0.4715372281413593
4,calibration,all200,0.6988203735945178,17559.181113845672,0.4545379096134799
4,calibration,all200,0.7043446453225376,17430.96287297374,0.4512188453130217
5,evaluation,all200,0.0027621358640099515,20036618.975014012,46.472987211946375
5,evaluation,all200,0.008286407592029855,16443218.87663545,38.13844548973264
5,evaluation,all200,0.013810679320049757,789032.2362782416,1.8300834622896518
5,evaluation,all200,0.019334951048069662,5049126.095131284,11.710956461424491
5,evaluation,all200,0.02485922277608956,388559.04675821296,0.9012248839786043
5,evaluation,all200,0.030383494504109466,974772.0513597005,2.2608888821957756
5,evaluation,all200,0.035907766232129365,926136.7254666977,2.148083978279955
