source_pair_key,path,page_count,dtype,shape,byte_order,compression,photometric_interpretation,bits_per_sample,sample_format,software,make,model,datetime_tag,exposure_tag,gain_tag,temperature_tag,readout_mode_tag,black_level_tag,image_description,processing_keyword_present,all_tags_json,pixel_sha256
15ms_to_500ms_028,F:\目标传感器噪声参数估计\data\500ms\P251621260028.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",36b4ff104711b9fa98450f46a4e42f2665d577bb211c8c0fda94df8df60a2eff
15ms_to_500ms_029,F:\目标传感器噪声参数估计\data\500ms\P251621260029.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",e9d3d058eb23cfd2fe87b246c54982f63faac87078ee88539e943d165f0bb595
15ms_to_500ms_030,F:\目标传感器噪声参数估计\data\500ms\P251621280030.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",34bd25592d45b0754d4af3f8299a733fc3237b3fb4a32257aeeac884289fc6ea
15ms_to_500ms_031,F:\目标传感器噪声参数估计\data\500ms\P251621280031.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",7ec218a83ba88e56480c60078a4017785e965a0f6b2d772e7f1d66a9e83a1127
15ms_to_500ms_032,F:\目标传感器噪声参数估计\data\500ms\P251621290032.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",0027486f8b760cdaec56315e2e5cda48fa2f25b09eac205526b78714adf86db3
15ms_to_500ms_033,F:\目标传感器噪声参数估计\data\500ms\P251621290033.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",14133b6b4797ba08d2b9382d7005f32294ddfee7d9c2870a4b9e8240dc9fff95
15ms_to_500ms_034,F:\目标传感器噪声参数估计\data\500ms\P251621300034.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",6408299c688272dcca5eb717eeede41c5e1b72048afb49de857fda9ca66b7b55
15ms_to_500ms_035,F:\目标传感器噪声参数估计\data\500ms\P251621300035.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",866dcbce0721eb995400d8cc463383cc70e98ed282e442a4abbabf25144a7bd0
15ms_to_500ms_036,F:\目标传感器噪声参数估计\data\500ms\P251621310036.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",0ac2e41afbf3a87a9864ea444ecce31003b3178a6e96c6ed9d1b5fda10a8a6dd
15ms_to_500ms_037,F:\目标传感器噪声参数估计\data\500ms\P251621310037.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",fbe45c0fd0906dacdbffaa781bd563b392051345be498dda23b452c6a833d635
15ms_to_500ms_038,F:\目标传感器噪声参数估计\data\500ms\P251621320038.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",0e58dabd7ac627d0c354afa46da5f2a29da674ce5827fec213958ddc823c5ce7
15ms_to_500ms_039,F:\目标传感器噪声参数估计\data\500ms\P251621320039.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",533b770bdcd60645da7fb03f8c35413586999ca7d79cd79b5c47e340512cecf8
15ms_to_500ms_040,F:\目标传感器噪声参数估计\data\500ms\P251621330040.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",bbbdda1facb2462abae002ddfd96bdffdda5f59368d6a377f2cf3f55a367bdad
15ms_to_500ms_041,F:\目标传感器噪声参数估计\data\500ms\P251621330041.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",66402472f2c376a83a8f69cf3d1f88d175bbdfd3d27153c262925ed22c10117a
15ms_to_500ms_042,F:\目标传感器噪声参数估计\data\500ms\P251621340042.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",7ac74c761be6b73a6334089d345144215f563fe1533fa221990228fc93130cb0
15ms_to_500ms_043,F:\目标传感器噪声参数估计\data\500ms\P251621340043.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",a7d2fdc56b92c74a73cd5932e99777963e822fcddf7118e420a9c5ce3b153a7e
15ms_to_500ms_044,F:\目标传感器噪声参数估计\data\500ms\P251621350044.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",9663aac47d464fb3bf7d8bc2cb95b9434e7cd30f36337524a898052891d77820
15ms_to_500ms_045,F:\目标传感器噪声参数估计\data\500ms\P251621350045.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",a57b73c6864e29c805ac39ac15459c56092d72ccbd9fd452822fb629582abece
