source_pair_key,path,page_count,dtype,shape,byte_order,compression,photometric_interpretation,bits_per_sample,sample_format,software,make,model,datetime_tag,exposure_tag,gain_tag,temperature_tag,readout_mode_tag,black_level_tag,image_description,processing_keyword_present,all_tags_json,pixel_sha256
15ms_to_500ms_064,F:\目标传感器噪声参数估计\data\500ms\P251621450064.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",1209dbb7a0b5adca852bcba1c30eecc7d2f2e576128db6fcabcbe1c17fb9f702
15ms_to_500ms_065,F:\目标传感器噪声参数估计\data\500ms\P251621450065.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",4394e69916d064a08279280bf88ad4019926996afe4a42942185243a62ca49aa
15ms_to_500ms_066,F:\目标传感器噪声参数估计\data\500ms\P251621460066.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",2db774dc00d4872841072b55765561cd9e837f519b5e886d4ec8d91428161f6b
15ms_to_500ms_067,F:\目标传感器噪声参数估计\data\500ms\P251621460067.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",14295cfd3ca7d2a5029b37bbbd06a3ee822d3d19998ca362aeb82288616416e7
15ms_to_500ms_068,F:\目标传感器噪声参数估计\data\500ms\P251621470068.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",ac56796d6f25f29118d206b9afa2d8e6b5340e506cf05692eaa4581cc8365711
15ms_to_500ms_069,F:\目标传感器噪声参数估计\data\500ms\P251621480069.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",400afe296a3febbf5a211ea857d811614a3929e9590c2fe46a7fcb4f795db986
15ms_to_500ms_070,F:\目标传感器噪声参数估计\data\500ms\P251621480070.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",36942175db1af720aef461b87bad3a5f9e4345f7502f9ea1425e5350f2acc097
15ms_to_500ms_071,F:\目标传感器噪声参数估计\data\500ms\P251621500071.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",22deb3dae5333db5ba05faabd48e50152a0ecee9f061d864ad1dbe54d5eda44d
15ms_to_500ms_072,F:\目标传感器噪声参数估计\data\500ms\P251621510072.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",c4d004c918b9803af457fe5f3a569933b070c60608e2226771e9e0eb5fbb5d28
15ms_to_500ms_073,F:\目标传感器噪声参数估计\data\500ms\P251621510073.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",a51aabcc5a1443d1979ca8a7eeb7f2e70e2fa8577dc14bb370d8e132ee55a44f
15ms_to_500ms_074,F:\目标传感器噪声参数估计\data\500ms\P251621520074.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",134e4030d4a170806a55be60a2adf594e7c3a3c26099bc4a9adca5e7e3dfbb72
15ms_to_500ms_075,F:\目标传感器噪声参数估计\data\500ms\P251621520075.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",7ae44f049b9a8776102ae68a3dcf653ed49cf8718cd83d8cf29b2484f2f246ec
15ms_to_500ms_076,F:\目标传感器噪声参数估计\data\500ms\P251621530076.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",2b6923102cd5c7e376adb7cc29a6f466f8dfb5c69bf1253c922e302f53ffbfb6
15ms_to_500ms_077,F:\目标传感器噪声参数估计\data\500ms\P251621530077.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",fabcc692cf6d1a625fd47a53f298c47b5821910ca1a445799cb9a190942ffb5b
15ms_to_500ms_078,F:\目标传感器噪声参数估计\data\500ms\P251621540078.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",7c877a29132de70c3fa9eef1ebb1d70aa7eb57fe4802e2b58f3247daa54e3e29
15ms_to_500ms_079,F:\目标传感器噪声参数估计\data\500ms\P251621540079.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",132a8a463b9c40512d2903fab289211e769d73047d2320cba19615b7ea44ad0e
15ms_to_500ms_080,F:\目标传感器噪声参数估计\data\500ms\P251621550080.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",76a7093cbebcbe51c712067d8f5137e82d9d7c2f4c8c6392ad95dc224645f724
15ms_to_500ms_081,F:\目标传感器噪声参数估计\data\500ms\P251621550081.tif,1,uint16,2048x2048,<,NONE,MINISBLACK,16,,,,,,,,,,,,False,"{""BitsPerSample"": 16, ""Compression"": 1, ""ImageLength"": 2048, ""ImageWidth"": 2048, ""PhotometricInterpretation"": 1, ""RowsPerStrip"": 2, ""SamplesPerPixel"": 1, ""StripByteCounts"": [8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192, 8192], ""StripOffsets"": [8, 8200, 16392, 24584, 32776, 40968, 49160, 57352, 65544, 73736, 81928, 90120, 98312, 106504, 114696, 122888, 131080, 139272, 147464, 155656, 163848, 172040, 180232, 188424, 196616, 204808, 213000, 221192, 229384, 237576, 245768, 253960, 262152, 270344, 278536, 286728, 294920, 303112, 311304, 319496, 327688, 335880, 344072, 352264, 360456, 368648, 376840, 385032, 393224, 401416, 409608, 417800, 425992, 434184, 442376, 450568, 458760, 466952, 475144, 483336, 491528, 499720, 507912, 516104]}",d7bbef6f2ecaa9b664e322bd390da270476d12db6a0d9e2f1408fcd1da9665a2
