reference,strategy,folder,pair_count,mean_psnr_gain,std_psnr_gain,positive_pair_fraction,mean_ssim,mean_ssim_gain,mean_gradient_ratio_to_noisy,mean_residual_std,mean_removed_residual_std
ref25_q1,lofo_best_linear,5,8,1.0194399982519728,0.17847989404058798,1.0,0.9881413401818311,0.005616994236352479,0.8613521399309083,0.004767370002809912,0.0013708085607504472
ref25_q1,lofo_best_linear,7,8,0.8412129932404913,0.1054009555921268,1.0,0.9935741363414431,0.0017044039546119244,0.9165292071693869,0.002713141788262874,0.000500234127684962
ref25_q1,lofo_best_linear,8,8,0.7474215452008091,0.038519856688652224,1.0,0.9944921641784769,0.0011452120754267547,0.9354080992471385,0.0023426491243299097,0.00036219531830283813
ref25_q1,lofo_best_linear,9,8,0.06029545428375194,0.0025517611522987422,1.0,0.9973119302908868,3.9676765366716826e-05,0.994473662070216,0.00154675921658054,2.747792973423202e-05
ref25_q1,lofo_best_linear,10,8,0.033587402125064614,0.009355321682638675,1.0,0.99828011312016,1.4143807447117296e-05,0.9946359429726731,0.0012247901613591239,2.9165845035095117e-05
ref25_q1,lofo_best_linear,11,8,0.04898697180641065,0.020526752136547727,1.0,0.9989456750219895,1.3549092719805644e-05,0.9944210800819628,0.0009547529552946799,2.664391740836436e-05
ref25_q1,lofo_best_linear,13,8,0.01358375812830559,0.04506807148868246,0.5,0.9995510443085881,8.486927036144287e-08,0.9946551887592154,0.0006154994189273566,2.4570964569647913e-05
ref25_q2,always_noisy,1,8,0.0,0.0,0.0,0.9979278382051717,0.0,1.0,0.0013601605460280553,0.0
ref25_q2,always_noisy,2,8,0.0,0.0,0.0,0.9994149366316425,0.0,1.0,0.00070306817360688,0.0
ref25_q2,always_noisy,4,8,0.0,0.0,0.0,0.9953816774914784,0.0,1.0,0.0020926948927808553,0.0
ref25_q2,always_noisy,5,8,0.0,0.0,0.0,0.9832682858152514,0.0,1.0,0.0048701149062253535,0.0
ref25_q2,always_noisy,7,8,0.0,0.0,0.0,0.992039943232359,0.0,1.0,0.0028909037937410176,0.0
ref25_q2,always_noisy,8,8,0.0,0.0,0.0,0.9934188402836144,0.0,1.0,0.002518882480217144,0.0
ref25_q2,always_noisy,9,8,0.0,0.0,0.0,0.9973035306499989,0.0,1.0,0.00154604330600705,0.0
ref25_q2,always_noisy,10,8,0.0,0.0,0.0,0.9982743723219536,0.0,1.0,0.0012272589810891077,0.0
ref25_q2,always_noisy,11,8,0.0,0.0,0.0,0.9989334195154468,0.0,1.0,0.0009588888060534373,0.0
ref25_q2,always_noisy,13,8,0.0,0.0,0.0,0.9995484696879113,0.0,1.0,0.0006183540244819596,0.0
ref25_q2,always_p99,1,8,0.016589732441324223,0.016857709190685678,0.875,0.9979365408158607,8.702610689012569e-06,0.9952180892058808,0.0013565472327172756,2.1399231400209828e-05
ref25_q2,always_p99,2,8,0.04648986709125236,0.041585850436644624,0.875,0.9994224393445661,7.5027129236016066e-06,0.9945710611258465,0.0007000465193414129,2.259454481645662e-05
ref25_q2,always_p99,4,8,0.056159965961249725,0.01183391676972346,1.0,0.995434107555093,5.243006361460578e-05,0.9948994013682344,0.0020808753615710884,4.998128179067862e-05
ref25_q2,always_p99,5,8,0.07136580060059217,0.00983949713912534,1.0,0.9834774707859599,0.00020918497070861186,0.9957013606375961,0.004841246583964676,0.00011455207641120069
ref25_q2,always_p99,7,8,0.04004777946516569,0.005557850931062791,1.0,0.9921274900035815,8.754677122242704e-05,0.9950604202175236,0.0028758143598679453,6.763090459571686e-05
ref25_q2,always_p99,8,8,0.048470690567962826,0.009319928543971569,1.0,0.9934945448632844,7.570457966997457e-05,0.994974608342166,0.0025044949434231967,6.180261152621824e-05
ref25_q2,always_p99,9,8,0.03876419534143771,0.006217437679667634,1.0,0.9973313170975311,2.778644753216597e-05,0.9946495872319061,0.001538525364594534,3.6431997159525054e-05
