run_seed,model,folder,band,raw_energy,output_energy,corrected_energy,output_energy_ratio,corrected_energy_ratio,raw_fraction,output_fraction,corrected_fraction
20260720,G,5,low,4.587558815766938e+16,4.552762051054797e+16,4.55276204434391e+16,0.992414971423898,0.9924149699610533,0.08455364105016452,0.08762107820555617,0.08761936242838227
20260720,G,5,mid,9.012727897705677e+16,8.939612253506765e+16,8.939612172976128e+16,0.991887512301628,0.9918875033664156,0.16611426472098764,0.17204906727123762,0.1720456969470388
20260720,G,5,high,3.657467630274478e+17,3.440482779366687e+17,3.4404828115789414e+17,0.9406734733311891,0.9406734821384454,0.6741106056230998,0.662144885445781,0.6621319266419
20260720,CG_NC,5,dc,3536658549440512.0,3550285558448128.0,3536658424135680.0,1.0038530745383298,0.9999999645697117,0.006518441932093163,0.006844645486305448,0.006818552647404162
20260720,CG_NC,5,very_low,3.727565880347853e+16,3.737726382558413e+16,3.737726404368794e+16,1.0027257740135802,1.0027257798646856,0.06870304667365489,0.07206015288698649,0.07206204618420209
20260720,CG_NC,5,low,4.587558815766938e+16,4.593454977069875e+16,4.593455060955955e+16,1.0012852502909986,1.001285268576558,0.08455364105016452,0.08855786487521772,0.08856019273127205
20260720,CG_NC,5,mid,9.012727897705677e+16,8.958999521132544e+16,8.95899954797609e+16,0.9940386110417457,0.9940386140201498,0.16611426472098764,0.17272181244186102,0.1727263500174579
20260720,CG_NC,5,high,3.657467630274478e+17,3.4224322236750234e+17,3.4224322344124416e+17,0.9357382127858186,0.9357382157215707,0.6741106056230998,0.6598155243096293,0.6598328584196638
20260721,G,5,dc,3536658549440512.0,3421089517535232.0,3536655654322176.0,0.9673225361482627,0.9999991813972722,0.006518441932093163,0.006344089265444293,0.006556990627803398
20260721,G,5,very_low,3.727565880347853e+16,3.623617685566259e+16,3.623617618876826e+16,0.972113653220827,0.9721136353299471,0.06870304667365489,0.06719658735395324,0.06718218873438042
20260721,G,5,low,4.587558815766938e+16,4.447054869613773e+16,4.447054802504909e+16,0.9693728294729937,0.9693728148445461,0.08455364105016452,0.08246645671372134,0.08244878639999051
20260721,G,5,mid,9.012727897705677e+16,8.935140467775898e+16,8.935140548306534e+16,0.9913913489000894,0.9913913578353016,0.16611426472098764,0.16569378975997578,0.16565829009038985
20260721,G,5,high,3.657467630274478e+17,3.657769877860516e+17,3.6577698671230976e+17,1.0000826384855839,1.0000826355498318,0.6741106056230998,0.6782990769069054,0.6781537441474358
20260721,CG_NC,5,dc,3536658549440512.0,3440673848557568.0,3536655686828032.0,0.972860059985681,0.9999991905883929,0.006518441932093163,0.006424574229409557,0.00660261229136291
20260721,CG_NC,5,very_low,3.727565880347853e+16,3.650585150200218e+16,3.650585093577114e+16,0.9793482576515988,0.979348242461229,0.06870304667365489,0.06816529642318152,0.06815308060462173
20260721,CG_NC,5,low,4.587558815766938e+16,4.484556832899072e+16,4.484556806055526e+16,0.9775475395511314,0.9775475336997523,0.08455364105016452,0.08373757446101582,0.08372256875119767
