folder,lag,brightness_bin,brightness_low,brightness_high,pixel_count,residual_correlation_mean,residual_correlation_max_abs
13,32,4,935.1199951171875,937.4400024414062,33092,-0.007679197105335676,0.05337967308855032
13,32,5,937.4400024414062,940.1599731445312,32269,-0.00412469901661185,0.04533432621004375
13,32,6,940.1599731445312,944.47998046875,33291,-0.009478484582534766,0.06144779726183061
13,32,7,944.47998046875,1547.0400390625,32925,-0.0038634028028573485,0.10173192409296597
13,100,0,890.719970703125,927.1199951171875,32421,-8.612489051908779e-06,0.045696345194767105
13,100,1,927.1199951171875,930.47998046875,32309,-0.00012042489790557258,0.05294724483791853
13,100,2,930.47998046875,932.8800048828125,32517,-0.006462791693362494,0.05575349953293951
13,100,3,932.8800048828125,935.1199951171875,33320,-0.01570802361599632,0.07364770424173536
13,100,4,935.1199951171875,937.4400024414062,33092,0.0006422752852894287,0.07252010781108471
13,100,5,937.4400024414062,940.1599731445312,32269,-0.0014868786522695887,0.04077384729389167
13,100,6,940.1599731445312,944.47998046875,33291,0.0038291493945667465,0.07711518379827591
13,100,7,944.47998046875,1547.0400390625,32925,-0.003373377423566504,0.07479149149203305
