variant,seed,reference,folder,pair_count,positive_pair_fraction,psnr_gain,ssim,ssim_gain,gradient_ratio_to_noisy,residual_std,brightness_bias_to_reference
P-H,20260718,reference_a_odd,10,8,0.0,-6.716385078857079,0.9930132968204086,-0.005298352935288797,0.3019205519777981,0.0022734401281923056,-0.0013263815344544128
P-H,20260718,reference_a_odd,11,8,0.0,-6.693261896827023,0.9943833825179593,-0.004571424644869274,0.13600335076937453,0.001926784636452794,-0.0007166863651946187
P-H,20260718,reference_a_odd,13,8,0.0,-5.250051572995885,0.9976770275930709,-0.0018817903617580484,0.029969383229418566,0.00022061621712055057,0.0011033933842554688
P-H,20260718,reference_b_even,1,8,0.0,-4.98534322892127,0.9942871136262739,-0.0038300288599920906,0.24311257987787077,0.0019526846735971048,-0.0012066853523720056
P-H,20260718,reference_b_even,2,8,0.0,-1.5628686415583921,0.9987576812515383,-0.0006677739694778279,0.028883751974345798,0.0004939304344588891,0.0006767418599338271
P-H,20260718,reference_b_even,4,8,0.0,-4.85872976605522,0.9930829158053588,-0.0024454142731812623,0.5105817586935923,0.0025033372512552887,-0.0025664342974778265
P-H,20260718,reference_b_even,5,8,0.0,-1.5308057805557729,0.9811320488957005,-0.0026740421718528945,0.7611257116359427,0.0038608711620327085,-0.004017025756184012
P-H,20260718,reference_b_even,7,8,0.0,-3.759711910037299,0.9884245036138953,-0.0038616834919712184,0.6090744820400387,0.002415176946669817,-0.0035828925028908998
P-H,20260718,reference_b_even,8,8,0.0,-4.327306106383078,0.9902240496314629,-0.0033700405305833875,0.5727519112968913,0.0023228394566103816,-0.003329631843371317
P-H,20260718,reference_b_even,9,8,0.0,-5.884032508492777,0.9933053809954405,-0.004056427488152256,0.41304110999570737,0.0023421088699251413,-0.001890935018309392
P-H,20260718,reference_b_even,10,8,0.0,-6.691060218760945,0.9930427068952892,-0.00526758937340932,0.3019205519777981,0.002272808109410107,-0.00131389127636794
P-H,20260718,reference_b_even,11,8,0.0,-6.681582641281898,0.994397555311132,-0.004558081897608118,0.13600335076937453,0.0019253290520282462,-0.000711145119566936
P-H,20260718,reference_b_even,13,8,0.0,-5.340226912193603,0.9976227978553842,-0.001934880047444576,0.029969383229418566,0.00022041553529561497,0.001116268860641867
P-L,20260716,reference_a_odd,1,8,1.0,0.41805311978691595,0.9981841361555941,7.957492875920735e-05,0.47454014144878687,0.0012305137352086604,-0.00014219602326193126
P-L,20260716,reference_a_odd,2,8,0.0,-2.797133102218603,0.9983460391026299,-0.0010811817386934125,0.04882949407790224,0.00048037398300948553,0.0008368147973669693
P-L,20260716,reference_a_odd,4,8,1.0,0.1053624460734115,0.9957438164273744,0.0002206230185480551,0.7576614437605942,0.0019551326986402273,-0.0005310763517627493
P-L,20260716,reference_a_odd,5,8,0.0,-0.051391233694038085,0.9838931043165787,0.0001056127490383918,0.9782273541092533,0.004630276118405163,-0.0009127460652962327
P-L,20260716,reference_a_odd,7,8,0.0,-0.02750570064309521,0.9922930769376782,8.706517881762466e-06,0.8735654166785088,0.0027143717743456364,-0.0007567902866867371
P-L,20260716,reference_a_odd,8,8,0.625,0.00102536264255626,0.9936413248659073,5.075167981252737e-05,0.8396005808704874,0.002360154438065365,-0.0007263637671712786
P-L,20260716,reference_a_odd,9,8,1.0,0.3402239707056758,0.9975797580340471,0.00021949540817003954,0.6635860726584912,0.0014553217479260638,-0.00021286662195052486
P-L,20260716,reference_a_odd,10,8,0.75,0.03336873477479507,0.9981975748837153,-0.0001140748719822976,0.5453853198814582,0.0012093463883502409,3.875434663314081e-05
P-L,20260716,reference_a_odd,11,8,0.0,-0.7089299319931008,0.9984563284295808,-0.0004984787332479451,0.32739653707029764,0.0010196033108513802,0.00015949727912811795
P-L,20260716,reference_a_odd,13,8,0.0,-6.249120419764035,0.9970912462539705,-0.002467571700858373,0.046720566054312414,0.00022035868823877536,0.0012430144561221823
P-L,20260716,reference_b_even,1,8,1.0,0.42128293224934144,0.9981971909097583,8.00484234923654e-05,0.47454014144878687,0.00122541916789487,-0.00014469446978182532
P-L,20260716,reference_b_even,2,8,0.0,-2.69278538380905,0.9983845429443208,-0.0010409122766952827,0.04882949407790224,0.0004805765929631889,0.0008243611082434654
P-L,20260716,reference_b_even,4,8,1.0,0.0997623127937528,0.9957447336045663,0.00021640352602625423,0.7576614437605942,0.0019530733407009393,-0.0005370850703911856
P-L,20260716,reference_b_even,5,8,0.0,-0.049812838436889884,0.9839173476810963,0.00011125661354291494,0.9782273541092533,0.004619677318260074,-0.0009045648475876078
P-L,20260716,reference_b_even,7,8,0.0,-0.027317216445135628,0.9922963688250588,1.0181719192217664e-05,0.8735654166785088,0.002711194771109149,-0.0007572686808998697
P-L,20260716,reference_b_even,8,8,0.625,-0.006507814468325712,0.9936324517556321,3.83615935857784e-05,0.8396005808704874,0.0023566169547848403,-0.000734082110284362
P-L,20260716,reference_b_even,9,8,1.0,0.34918195684759556,0.9975838714021512,0.0002220629185585299,0.6635860726584912,0.0014541566197294742,-0.0002057699857687112
P-L,20260716,reference_b_even,10,8,0.875,0.03574749570828395,0.9981918092351472,-0.00011848703355134271,0.5453853198814582,0.001208937173942104,5.124463541505975e-05
P-L,20260716,reference_b_even,11,8,0.0,-0.7069975726983042,0.9984546181453942,-0.0005010190633459033,0.32739653707029764,0.0010182166297454387,0.00016503853294125292
P-L,20260716,reference_b_even,13,8,0.0,-6.329263102494786,0.9970304710296198,-0.0025272068732089537,0.046720566054312414,0.00022018955860403366,0.0012558899616124108
P-L,20260717,reference_a_odd,1,8,1.0,0.5845206309827633,0.9982922563185325,0.00018769509169752618,0.5212273237684628,0.0012043805909343064,-0.00016045896700234152
P-L,20260717,reference_a_odd,2,8,0.0,-0.5549260994015075,0.999012991916399,-0.00041422892492420926,0.06446659944720147,0.0004048715563840233,0.0006258820212678984
P-L,20260717,reference_a_odd,4,8,1.0,0.11054949339178677,0.995749022942571,0.00022582953374455927,0.7764745320336229,0.0019647140143206343,-0.0004890274030913133
P-L,20260717,reference_a_odd,5,8,0.0,-0.08308029071151424,0.9836146537316135,-0.00017283783592690616,0.9951808397754127,0.004662620893213898,-0.0008333970326930285
P-L,20260717,reference_a_odd,7,8,0.0,-0.07174985334631057,0.9921953083901933,-8.906202960302922e-05,0.9152093304420105,0.002750794723397121,-0.000674328301101923
P-L,20260717,reference_a_odd,8,8,0.25,-0.031477157411935686,0.9935911333814903,5.601953955575167e-07,0.8764335310351647,0.002391284127952531,-0.0006521327813970856
P-L,20260717,reference_a_odd,9,8,1.0,0.33493134077625974,0.9975911321138815,0.00023086948800443707,0.683421436009398,0.0014539191324729472,-0.0002278932552144397
P-L,20260717,reference_a_odd,10,8,1.0,0.15722048820528567,0.9983071377441675,-4.512011530163895e-06,0.5905490626598755,0.0011925880098715425,-2.1632377070091025e-05
P-L,20260717,reference_a_odd,11,8,0.0,-0.10299718423874804,0.9987398452009396,-0.00021496196188904027,0.4162355001461575,0.0009590232657501474,7.933081724331714e-05
P-L,20260717,reference_a_odd,13,8,0.0,-4.075105330280459,0.9982209817866439,-0.0013378361681850581,0.06172463643480909,0.0002184372569900006,0.0009583929568179883
P-L,20260717,reference_b_even,1,8,1.0,0.5880272527816244,0.9983047606146846,0.00018761812841863734,0.5212273237684628,0.0011992783547611907,-0.00016295741079375148
P-L,20260717,reference_b_even,2,8,0.125,-0.4256612667765518,0.9990420900109481,-0.00038336521006797353,0.06446659944720147,0.00040498630187357776,0.0006134283248684369
P-L,20260717,reference_b_even,4,8,1.0,0.10523154423707837,0.9957501865371324,0.0002218564585924343,0.7764745320336229,0.001962726513738744,-0.0004950361035298556
P-L,20260717,reference_b_even,5,8,0.0,-0.08200313612450572,0.9836383707099754,-0.00016772035757800507,0.9951808397754127,0.004652142932172865,-0.0008252158368122764
P-L,20260717,reference_b_even,7,8,0.0,-0.07177754948565784,0.9921983362382176,-8.785086764896699e-05,0.9152093304420105,0.002747714926954359,-0.0006748066807631403
P-L,20260717,reference_b_even,8,8,0.25,-0.03857817685197151,0.9935832806748689,-1.0809487177368404e-05,0.8764335310351647,0.002387896558502689,-0.000659851124510169
P-L,20260717,reference_b_even,9,8,1.0,0.34343341591990306,0.9975952813571907,0.00023347287359785918,0.683421436009398,0.0014529018953908235,-0.00022079661539464723
P-L,20260717,reference_b_even,10,8,1.0,0.16295294009650974,0.9983035617917763,-6.734476922343191e-06,0.5905490626598755,0.0011923436977667734,-9.142088458702347e-06
P-L,20260717,reference_b_even,11,8,0.0,-0.09734576191146882,0.9987396550666542,-0.00021598214208594368,0.4162355001461575,0.0009576693628332578,8.487207105645211e-05
P-L,20260717,reference_b_even,13,8,0.0,-4.178560650059365,0.998173646221082,-0.0013840316817466947,0.06172463643480909,0.00021824917894264217,0.000971268440480344
P-L,20260718,reference_a_odd,1,8,1.0,0.7385128475552909,0.9983355051774031,0.00023094395056820483,0.48151788875673107,0.0011795993050327525,-0.00018209124755230732
P-L,20260718,reference_a_odd,2,8,0.0,-0.44875662015457607,0.9990404373931019,-0.00038678344822129507,0.07937863932125921,0.00039836564246797934,0.0006193036751938052
P-L,20260718,reference_a_odd,4,8,1.0,0.3122717109365407,0.9958811671416328,0.00035797373280631317,0.7514246355914505,0.0019306623726151884,-0.00043112780986120924
P-L,20260718,reference_a_odd,5,8,1.0,0.12374544620480332,0.9844900072091484,0.0007025156416080869,0.967248229395489,0.004576339735649526,-0.0006772270862711594
P-L,20260718,reference_a_odd,7,8,1.0,0.08838044712243409,0.9924182992465614,0.00013392882676495355,0.8690895500544792,0.0026989996258635074,-0.000669190900225658
P-L,20260718,reference_a_odd,8,8,1.0,0.14529356673655958,0.9937654969542061,0.00017492376811144295,0.8335812144838126,0.002344011765671894,-0.0006358100363286212
P-L,20260718,reference_a_odd,9,8,1.0,0.5606441369555348,0.9976797112059445,0.00031944858006739685,0.663172254944155,0.0014227834908524528,-0.0001782377003110014
P-L,20260718,reference_a_odd,10,8,1.0,0.4117116438851536,0.9983833777596915,7.17280039939372e-05,0.5517628427219265,0.0011581416329136118,-2.0357499693091086e-05
P-L,20260718,reference_a_odd,11,8,0.0,-0.21726290131575876,0.9987035400477975,-0.0002512671150311785,0.353331021890003,0.0009750282260938548,1.0370657633984592e-05
P-L,20260718,reference_a_odd,13,8,0.0,-3.9686973167026895,0.9982683183949658,-0.0012904995598632396,0.08344432073491326,0.00022685813382850029,0.0009441311412956566
P-L,20260718,reference_b_even,1,8,1.0,0.7426817344183307,0.9983477517538764,0.00023060926761041267,0.48151788875673107,0.0011744204530259594,-0.00018458969316270668
P-L,20260718,reference_b_even,2,8,0.25,-0.31820641388012216,0.9990691721602204,-0.0003562830607957701,0.07937863932125921,0.0003985436669609044,0.0006068499424145557
P-L,20260718,reference_b_even,4,8,1.0,0.30792812786486845,0.9958822854554882,0.00035395537694817014,0.7514246355914505,0.0019286134629510343,-0.00043713651393773034
P-L,20260718,reference_b_even,5,8,1.0,0.12552154184970643,0.9845141106818538,0.000708019614300448,0.967248229395489,0.004565561655908823,-0.0006690458540106192
P-L,20260718,reference_b_even,7,8,1.0,0.08924346643475545,0.9924217641918025,0.00013557708593599227,0.8690895500544792,0.0026956763467751443,-0.0006696693017147481
P-L,20260718,reference_b_even,8,8,1.0,0.13822565124583086,0.99375627086137,0.00016218069932370793,0.8335812144838126,0.002340649632969871,-0.000643528372165747
P-L,20260718,reference_b_even,9,8,1.0,0.5676766439802865,0.9976831144344818,0.00032130595088906977,0.663172254944155,0.0014218493015505373,-0.00017114106231019832
P-L,20260718,reference_b_even,10,8,1.0,0.4177257583527245,0.9983802247229345,6.992845423586802e-05,0.5517628427219265,0.0011578623089008033,-7.86721199119711e-06
P-L,20260718,reference_b_even,11,8,0.0,-0.2046706684938746,0.9987053387679803,-0.00025029844075995233,0.353331021890003,0.000973286667431239,1.5911908519683493e-05
P-L,20260718,reference_b_even,13,8,0.0,-4.073043013427938,0.9982217119944378,-0.0013359659083909264,0.08344432073491326,0.0002266035917273257,0.0009570066322339699
