effect,seed,reference,folder,psnr_gain,ssim,gradient_ratio_to_noisy,residual_std,brightness_bias_to_reference
strength_main,20260717,reference_a_odd,10,-6.050797245768091,-0.006548440343823958,-0.3053429904814827,0.0011833670214400627,-0.0010548583877039164
structure_main,20260717,reference_a_odd,10,-3.0820579572969513,-0.0036693726676588767,-0.04604053956698173,0.0006369224502122961,-0.0005290124090038262
interaction,20260717,reference_a_odd,10,0.5387592081384538,-0.0041278100335843115,-0.02051952072635621,0.00037500001781154424,0.00013578773166500469
P-H_minus_P-L,20260717,reference_a_odd,10,-6.320176849837318,-0.004484535327031747,-0.2950832301183046,0.0009958670125342906,-0.0011227522535364187
H-H_minus_H-L,20260717,reference_a_odd,10,-5.781417641698864,-0.008612345360616058,-0.31560275084466083,0.0013708670303458348,-0.000986964521871414
H-L_minus_P-L,20260717,reference_a_odd,10,-3.351437561366178,-0.0016054676508666654,-0.035780779203803625,0.000449422441306524,-0.0005969062748363285
H-H_minus_P-H,20260717,reference_a_odd,10,-2.8126783532277244,-0.005733277684450977,-0.056300299930159836,0.0008244224591180682,-0.00046111854317132384
strength_main,20260717,reference_a_odd,11,-5.2242811548949,-0.004444974552916259,-0.28951135321817,0.00089951281552203,-0.0004911158212053124
structure_main,20260717,reference_a_odd,11,-2.7434971340018617,-0.002157201885566118,-0.0806671839845017,0.0004584202979458496,-0.00024791446048766375
interaction,20260717,reference_a_odd,11,1.9724023611060932,-0.001057611758707,-0.018872685438322823,-4.9897993449121714e-05,0.0003162000502925366
P-H_minus_P-L,20260717,reference_a_odd,11,-6.210482335447946,-0.003916168673562814,-0.2800750104990086,0.0009244618122465909,-0.0006492158463515807
H-H_minus_H-L,20260717,reference_a_odd,11,-4.2380799743418525,-0.004973780432269814,-0.29894769593733145,0.0008745638187974691,-0.0003330157960590441
H-L_minus_P-L,20260717,reference_a_odd,11,-3.7296983145549083,-0.0016283960062125624,-0.0712308412653403,0.00048336929467041045,-0.00040601448563393205
H-H_minus_P-H,20260717,reference_a_odd,11,-1.757295953448815,-0.0026860077649195624,-0.09010352670366312,0.00043347130122128874,-8.981443534139544e-05
strength_main,20260717,reference_a_odd,13,-2.2071500583591472,-0.0013216609723899486,-0.025184299716553157,-7.957514753798023e-07,0.00031068943280843087
structure_main,20260717,reference_a_odd,13,-1.2434362085586095,-0.0007599468222007078,-0.018836549951975756,-2.0285624486859888e-06,0.00017717763330438174
interaction,20260717,reference_a_odd,13,-0.2145059918813006,-0.00048054950042764055,0.012609676385600371,-2.4629043764434755e-06,7.340477168327197e-05
P-H_minus_P-L,20260717,reference_a_odd,13,-2.0998970624184974,-0.0010813862221761283,-0.03148913790935334,4.3570071284193546e-07,0.0002739870469667949
H-H_minus_H-L,20260717,reference_a_odd,13,-2.314403054299798,-0.001561935722603769,-0.01887946152375297,-2.02720366360154e-06,0.00034739181865006685
H-L_minus_P-L,20260717,reference_a_odd,13,-1.1361832126179596,-0.0005196720719868875,-0.025141388144775942,-7.97110260464251e-07,0.00014047524746274576
H-H_minus_P-H,20260717,reference_a_odd,13,-1.3506892044992602,-0.001000221572414528,-0.012531711759175574,-3.2600146369077265e-06,0.00021388001914601773
strength_main,20260717,reference_b_even,1,-4.858008117810346,-0.00440601196713486,-0.2722139991988526,0.0008481692275381647,-0.0007507087029807735
structure_main,20260717,reference_b_even,1,-2.4931952545504634,-0.0023748455630694387,-0.07310898441137709,0.0004458363910089247,-0.0003971631631429773
interaction,20260717,reference_b_even,1,0.5277270664438944,-0.001912610742098697,0.010194601419980742,0.00028240859683137387,0.00028462870250223204
P-H_minus_P-L,20260717,reference_b_even,1,-5.1218716510322935,-0.0034497065960855666,-0.27731129990884296,0.0007069649291224778,-0.0008930230542318895
H-H_minus_H-L,20260717,reference_b_even,1,-4.594144584588399,-0.005362317338184264,-0.2671166984888622,0.0009893735259538516,-0.0006083943517296575
H-L_minus_P-L,20260717,reference_b_even,1,-2.7570587877724106,-0.0014185401920200347,-0.07820628512136746,0.00030463209259323776,-0.0005394775143940933
H-H_minus_P-H,20260717,reference_b_even,1,-2.229331721328516,-0.0033311509341187318,-0.06801168370138672,0.0005870406894246116,-0.00025484881189186126
strength_main,20260717,reference_b_even,2,-2.3839411409382434,-0.0008068549531281555,-0.02644139730959197,6.549858699145261e-05,0.0002520144007576164
structure_main,20260717,reference_b_even,2,-1.2776044075592337,-0.00044841654362415273,-0.021271735460322683,5.069776852906216e-05,0.0001263369013031479
interaction,20260717,reference_b_even,2,-0.4425302860226079,-0.00037674893858163916,0.01795933637153879,-5.549531852011569e-05,0.00013005866640014574
P-H_minus_P-L,20260717,reference_b_even,2,-2.1626759979269394,-0.0006184804838373914,-0.035421065495361365,9.324624625151046e-05,0.00018698506755754352
H-H_minus_H-L,20260717,reference_b_even,2,-2.6052062839495473,-0.0009952294224190306,-0.017461729123822576,3.775092773139477e-05,0.00031704373395768926
H-L_minus_P-L,20260717,reference_b_even,2,-1.0563392645479297,-0.00026004207433338866,-0.03025140364609208,7.844542778912e-05,6.130756810307503e-05
H-H_minus_P-H,20260717,reference_b_even,2,-1.4988695505705376,-0.0006367910129150278,-0.01229206727455329,2.2950109269004315e-05,0.00019136623450322077
strength_main,20260717,reference_b_even,4,-2.863310619303144,-0.001817694500023559,-0.19289213831466923,0.00033729893766576424,-0.001115537939767819
structure_main,20260717,reference_b_even,4,-0.9889186297664789,-0.0015782833979312016,0.048575608271215764,0.00020184208551654592,-0.00031072626734385267
interaction,20260717,reference_b_even,4,1.9053580453998666,-0.000528786825208627,0.17058243980377646,8.177505515050143e-05,0.0011444094270700589
P-H_minus_P-L,20260717,reference_b_even,4,-3.8159896420030774,-0.0015533010874192454,-0.27818335821655754,0.00029641141009051353,-0.0016877426533028483
H-H_minus_H-L,20260717,reference_b_even,4,-1.9106315966032108,-0.0020820879126278724,-0.10760091841278108,0.00037818646524101496,-0.0005433332262327895
H-L_minus_P-L,20260717,reference_b_even,4,-1.9415976524664122,-0.0013138899853268882,-0.036715611630672496,0.0001609545579412952,-0.0008829309808788821
H-H_minus_P-H,20260717,reference_b_even,4,-0.03623960706654561,-0.0018426768105355151,0.13386682817310397,0.00024272961309179664,0.00026147844619117677
strength_main,20260717,reference_b_even,5,-1.3165160406677754,-0.005636018651777319,-0.20477946874057817,-0.00034610570583026856,-0.002279329677548958
structure_main,20260717,reference_b_even,5,-1.0800516504234419,-0.007681288511585005,0.06626720611400738,0.0003995617007603869,-0.0009558309211570304
interaction,20260717,reference_b_even,5,-0.5142428390612261,-0.010687883273938104,0.13486975648656185,0.0008006792922969908,0.001041899224219378
P-H_minus_P-L,20260717,reference_b_even,5,-1.0593946211371623,-0.0002920770148082674,-0.27221434698385916,-0.0007464453519787639,-0.002800279289658647
H-H_minus_H-L,20260717,reference_b_even,5,-1.5736374601983885,-0.010979960288746371,-0.1373445904972973,5.4233940318226814e-05,-0.001758380065439269
H-L_minus_P-L,20260717,reference_b_even,5,-0.8229302308928288,-0.002337346874615953,-0.0011676721292736003,-7.779453881084919e-07,-0.0014767805332667194
H-H_minus_P-H,20260717,reference_b_even,5,-1.337173069954055,-0.013025230148554057,0.13370208435728825,0.0007999013469088823,-0.00043488130904734135
strength_main,20260717,reference_b_even,7,-2.0368097857915695,-0.003526973067310646,-0.23639698757630234,-0.00018914374231826514,-0.0016212582413572818
structure_main,20260717,reference_b_even,7,-1.011931153112604,-0.0035995758023958935,0.04762592309200553,0.00029140910191927105,-0.0005321397329680622
interaction,20260717,reference_b_even,7,0.9467443247222747,-0.0025022856570009466,0.17316791340687998,0.0005882551486138254,0.0014429696602746844
P-H_minus_P-L,20260717,reference_b_even,7,-2.510181948152707,-0.0022758302388101725,-0.32298094427974233,-0.00048327131662517786,-0.002342743071494624
H-H_minus_H-L,20260717,reference_b_even,7,-1.5634376234304321,-0.004778115895811119,-0.14981303087286235,0.00010498383198864758,-0.0008997734112199396
H-L_minus_P-L,20260717,reference_b_even,7,-1.4853033154737414,-0.00234843297389542,-0.03895803361143457,-2.7184723876416683e-06,-0.0012536245631054044
H-H_minus_P-H,20260717,reference_b_even,7,-0.5385589907514667,-0.004850718630896367,0.1342098797954454,0.0005855366762261838,0.00018934509716928005
strength_main,20260717,reference_b_even,8,-2.2632153365697367,-0.0027185300141517876,-0.22565145351186144,-8.340508793480694e-05,-0.0014386333932634443
structure_main,20260717,reference_b_even,8,-1.023273832054747,-0.0028424657324057634,0.04610747181276176,0.00026113438070751727,-0.0004515310865826905
interaction,20260717,reference_b_even,8,1.3517812279773382,-0.0015648786997569664,0.1839122359317411,0.0004769322113133967,0.0013927563559263945
P-H_minus_P-L,20260717,reference_b_even,8,-2.939105950558406,-0.001936090664273249,-0.317607571477732,-0.0003218711935915053,-0.0021350115712266415
H-H_minus_H-L,20260717,reference_b_even,8,-1.5873247225810676,-0.0035009693640302153,-0.1336953355459909,0.0001550610177218914,-0.0007422552153002471
H-L_minus_P-L,20260717,reference_b_even,8,-1.699164446043416,-0.0020600263825273357,-0.045848646153108796,2.266827505081892e-05,-0.0011479092645458877
H-H_minus_P-H,20260717,reference_b_even,8,-0.34738321806607786,-0.003624905082284302,0.1380635897786323,0.0004996004863642156,0.00024484709138050675
strength_main,20260717,reference_b_even,9,-5.145870591623186,-0.004691230989915862,-0.24407896359567238,0.0009179308035527356,-0.0012510444803410792
structure_main,20260717,reference_b_even,9,-2.3657804302489187,-0.0027169126246379127,0.003862473452456383,0.0004748822175315581,-0.0005481917769429856
interaction,20260717,reference_b_even,9,0.6142820554485695,-0.002779955856911598,0.06414342862816358,0.0003371205093571916,0.0003616043268266367
P-H_minus_P-L,20260717,reference_b_even,9,-5.453011619347472,-0.0033012530614600077,-0.2761506779097541,0.0007493705488741398,-0.0014318466437543975
H-H_minus_H-L,20260717,reference_b_even,9,-4.8387295638989025,-0.006081208918371606,-0.21200724928159054,0.0010864910582313314,-0.0010702423169277608
H-L_minus_P-L,20260717,reference_b_even,9,-2.672921457973204,-0.0013269346961820583,-0.02820924086162535,0.0003063219628529623,-0.0007289939403563039
H-H_minus_P-H,20260717,reference_b_even,9,-2.0586394025246344,-0.004106890553093656,0.03593418776653823,0.0006434424722101539,-0.00036738961352966726
strength_main,20260717,reference_b_even,10,-6.044840407725492,-0.006524118799745571,-0.3053429904814827,0.001183096639579162,-0.0010548584029663743
structure_main,20260717,reference_b_even,10,-3.074742569471261,-0.0036572828408253377,-0.04604053956698173,0.0006368600152200088,-0.0005290123660586232
interaction,20260717,reference_b_even,10,0.5118709290264665,-0.004133947944133798,-0.02051952072635621,0.000375278847059235,0.00013578779129375107
P-H_minus_P-L,20260717,reference_b_even,10,-6.3007758722387255,-0.004457144827678672,-0.2950832301183046,0.0009954572160495445,-0.0011227522986132499
H-H_minus_H-L,20260717,reference_b_even,10,-5.788904943212259,-0.00859109277181247,-0.31560275084466083,0.0013707360631087795,-0.0009869645073194988
H-L_minus_P-L,20260717,reference_b_even,10,-3.330678033984494,-0.0015903088687584388,-0.035780779203803625,0.0004492205916903913,-0.0005969062617054988
H-H_minus_P-H,20260717,reference_b_even,10,-2.8188071049580277,-0.005724256812892237,-0.056300299930159836,0.0008244994387496263,-0.0004611184704117477
strength_main,20260717,reference_b_even,11,-5.224336150822511,-0.004436275679128521,-0.28951135321817,0.0008995194475573953,-0.0004911158307550068
structure_main,20260717,reference_b_even,11,-2.74112130305512,-0.0021527359243136424,-0.0806671839845017,0.0004583982336043846,-0.0002479144518474641
interaction,20260717,reference_b_even,11,1.9616349372211372,-0.0010636465614926038,-0.018872685438322823,-4.968113353243098e-05,0.00031620007666788297
P-H_minus_P-L,20260717,reference_b_even,11,-6.205153619433079,-0.0039044523983821078,-0.2800750104990086,0.0009243600143236108,-0.0006492158690889482
H-H_minus_H-L,20260717,reference_b_even,11,-4.243518682211942,-0.004968098959874712,-0.29894769593733145,0.0008746788807911798,-0.00033301579242106527
H-L_minus_P-L,20260717,reference_b_even,11,-3.7219387716656884,-0.0016209126435672294,-0.0712308412653403,0.0004832388003706001,-0.00040601449018140556
H-H_minus_P-H,20260717,reference_b_even,11,-1.7603038344445512,-0.0026845592050598333,-0.09010352670366312,0.0004335576668381691,-8.98144135135226e-05
strength_main,20260717,reference_b_even,13,-2.1848590524643594,-0.0013361772203018818,-0.025184299716553157,-8.10812707641162e-07,0.00031068942917045206
structure_main,20260717,reference_b_even,13,-1.2309394312090678,-0.0007681616998727048,-0.018836549951975756,-2.0467869035201147e-06,0.00017717757145874202
interaction,20260717,reference_b_even,13,-0.21519210241595932,-0.000483752960105277,0.012609676385600371,-2.438533556414768e-06,7.340472075156868e-05
P-H_minus_P-L,20260717,reference_b_even,13,-2.0772630012563793,-0.0010943007402491878,-0.03148913790935334,4.0845407056622207e-07,0.0002739870687946677
H-H_minus_H-L,20260717,reference_b_even,13,-2.2924551036723386,-0.0015780537003544648,-0.01887946152375297,-2.030079485848546e-06,0.0003473917895462364
H-L_minus_P-L,20260717,reference_b_even,13,-1.1233433800010877,-0.0005262852198201218,-0.025141388144775942,-8.275201253127307e-07,0.00014047521108295768
H-H_minus_P-H,20260717,reference_b_even,13,-1.338535482417047,-0.0010100381799253988,-0.012531711759175574,-3.2660536817274988e-06,0.00021387993183452636
strength_main,20260718,reference_a_odd,1,-5.446719609472421,-0.004948972478514335,-0.22034787832419156,0.0009200628555845469,-0.0008510837014910067
structure_main,20260718,reference_a_odd,1,-1.9488110295568255,-0.0019248450304364395,-0.08272615150566326,0.0003564499056665227,-0.00029506923056032974
interaction,20260718,reference_a_odd,1,0.5023383240033219,-0.0017916085577546204,0.036114861109337426,0.0002884101995732635,0.0003420239117986057
P-H_minus_P-L,20260718,reference_a_odd,1,-5.697888771474082,-0.0040531681996370805,-0.2384053088788603,0.0007758577557979152,-0.0010220956573903095
H-H_minus_H-L,20260718,reference_a_odd,1,-5.19555044747076,-0.005844776757391701,-0.20229044776952287,0.0010642679553711787,-0.0006800717455917038
H-L_minus_P-L,20260718,reference_a_odd,1,-2.1999801915584865,-0.0010290407515590738,-0.10078358206033194,0.00021224480587989092,-0.0004660811864596326
H-H_minus_P-H,20260718,reference_a_odd,1,-1.6976418675551646,-0.002820649309313694,-0.06466872095099452,0.0005006550054531544,-0.0001240572746610269
strength_main,20260718,reference_a_odd,2,-2.033329593296232,-0.0006556645289842455,-0.03602108345602961,7.87935896369163e-05,0.0001940516485774424
structure_main,20260718,reference_a_odd,2,-1.335479559857931,-0.0004674009399104895,-0.020768700978093926,4.379133679321967e-05,0.00013859907267033122
interaction,20260718,reference_a_odd,2,-1.6182976500158492,-0.0006820890663653545,0.02894760778176762,-3.3003110729623586e-05,0.0002483194912201725
P-H_minus_P-L,20260718,reference_a_odd,2,-1.2241807682883072,-0.0003146199958015128,-0.05049488734691342,9.529514500172809e-05,6.989190296735615e-05
H-H_minus_H-L,20260718,reference_a_odd,2,-2.8424784183041565,-0.0009967090621668673,-0.021547279565145797,6.22920342721045e-05,0.00031821139418752864
H-L_minus_P-L,20260718,reference_a_odd,2,-0.5263307348500064,-0.00012635640672775672,-0.03524250486897774,6.0292892158031464e-05,1.4439327060244977e-05
H-H_minus_P-H,20260718,reference_a_odd,2,-2.1446283848658556,-0.0008084454730931112,-0.006294897087210118,2.7289781428407878e-05,0.00026275881828041747
strength_main,20260718,reference_a_odd,4,-3.3213359497925565,-0.002352990971247304,-0.1374874035049085,0.00045582403981825337,-0.0011833055432362016
structure_main,20260718,reference_a_odd,4,1.0444406139203992,-0.0003413590576751835,0.07627941572208052,-4.806362994713709e-05,0.0005448298361443449
interaction,20260718,reference_a_odd,4,3.6666370805445228,0.000867914331971309,0.2067109467858993,-0.00023532066552434117,0.0018919845679192804
P-H_minus_P-L,20260718,reference_a_odd,4,-5.154654490064818,-0.002786948137232903,-0.2408428768978581,0.000573484372580424,-0.002129297827195842
H-H_minus_H-L,20260718,reference_a_odd,4,-1.4880174095202952,-0.001919033805261594,-0.03413193011195881,0.0003381637070560828,-0.00023731325927656144
H-L_minus_P-L,20260718,reference_a_odd,4,-0.7888779263518622,-0.0007753162236607825,-0.02707605767086907,6.95967028150335e-05,-0.0004011624478152953
H-H_minus_P-H,20260718,reference_a_odd,4,2.8777591541926606,9.25981083105265e-05,0.17963488911503023,-0.00016572396270930767,0.001490822120103985
strength_main,20260718,reference_a_odd,5,-1.7185668190231587,-0.008075205189147727,-0.14276497403517852,-0.00010639234096743166,-0.0024343063196283765
structure_main,20260718,reference_a_odd,5,-0.6136369787139433,-0.006861979497983062,0.05166450426372049,0.0006490662053693086,-9.515803685644642e-05
interaction,20260718,reference_a_odd,5,-0.12509855277562387,-0.009337746715657569,0.12671508744873572,0.0011947270832024515,0.0018273469904670492
P-H_minus_P-L,20260718,reference_a_odd,5,-1.6560175426353467,-0.0034063318313188873,-0.20612251775954638,-0.0007037558825686574,-0.003347979814861901
H-H_minus_H-L,20260718,reference_a_odd,5,-1.7811160954109706,-0.012744078546976456,-0.07940743031081066,0.0004909712006337941,-0.001520632824394852
H-L_minus_P-L,20260718,reference_a_odd,5,-0.5510877023261314,-0.002193106140154333,-0.01169303946064737,5.170266376808286e-05,-0.001008831532089971
H-H_minus_P-H,20260718,reference_a_odd,5,-0.6761862551017552,-0.011530852855811902,0.11502204798808835,0.0012464297469705343,0.0008185154583770782
strength_main,20260718,reference_a_odd,7,-2.806031304339228,-0.004848075622997272,-0.164548420905404,6.356133962981403e-05,-0.0018013380285992753
structure_main,20260718,reference_a_odd,7,0.15151927856042002,-0.002778028811291744,0.058492120085055,0.0004144850536249578,0.0004386643886391539
interaction,20260718,reference_a_odd,7,2.071412418979908,-0.0016924420016896091,0.19093329421807304,0.0006890982040204108,0.0022237704470171593
P-H_minus_P-L,20260718,reference_a_odd,7,-3.841737513829182,-0.004001854622152523,-0.2600150680144405,-0.00028098776238039136,-0.002913223252107855
H-H_minus_H-L,20260718,reference_a_odd,7,-1.770325094849274,-0.005694296623842132,-0.06908177379636748,0.0004081104416400194,-0.0006894528050906956
H-L_minus_P-L,20260718,reference_a_odd,7,-0.884186930929534,-0.0019318078104468839,-0.03697452702398152,6.993595161475241e-05,-0.0006732208348694257
H-H_minus_P-H,20260718,reference_a_odd,7,1.187225488050374,-0.003624249812136493,0.15395876719409152,0.0007590341556351632,0.0015505496121477336
strength_main,20260718,reference_a_odd,8,-3.085214209535242,-0.0038181704241945225,-0.15828123568654884,0.00018320640083402395,-0.0016038865287555382
structure_main,20260718,reference_a_odd,8,0.45606247396568467,-0.0018654219527797222,0.06479646636033143,0.00026198106934316456,0.0004993807233404368
interaction,20260718,reference_a_odd,8,2.7394234238736637,-0.000613887197669194,0.20509613500074508,0.00039706280222162604,0.002164434059523046
P-H_minus_P-L,20260718,reference_a_odd,8,-4.454925921472074,-0.00351122682535987,-0.2608293031869213,-1.532500027678907e-05,-0.002686103558517061
H-H_minus_H-L,20260718,reference_a_odd,8,-1.7155024975984103,-0.004125114023029064,-0.05573316818617624,0.000381737801944837,-0.0005216694989940152
H-L_minus_P-L,20260718,reference_a_odd,8,-0.9136492379711472,-0.0015584783539450697,-0.03775160114004106,6.344966823235154e-05,-0.0005828363064210862
H-H_minus_P-H,20260718,reference_a_odd,8,1.8257741859025165,-0.0021723655516142637,0.16734453386070403,0.0004605124704539776,0.0015815977531019598
strength_main,20260718,reference_a_odd,9,-5.555450322051648,-0.004696933148223836,-0.1854424346732263,0.0009340517717646435,-0.001230773839779431
structure_main,20260718,reference_a_odd,9,-0.3918888970611558,-0.0008835670591194056,0.002886917683270984,0.00012118060840293765,1.3588152796728536e-05
interaction,20260718,reference_a_odd,9,1.801433697073806,-0.0005973361294154822,0.12937742055044266,2.726895036175847e-05,0.0009780402542673983
P-H_minus_P-L,20260718,reference_a_odd,9,-6.456167170588551,-0.00439826508351604,-0.2501311449484476,0.0009204172965837643,-0.0017197939669131301
H-H_minus_H-L,20260718,reference_a_odd,9,-4.654733473514745,-0.004995601212931522,-0.12075372439800497,0.0009476862469455227,-0.0007417537126457319
H-L_minus_P-L,20260718,reference_a_odd,9,-1.2926057455980589,-0.000584898994411609,-0.06180179259195029,0.00010754613322205842,-0.0004754319743369706
H-H_minus_P-H,20260718,reference_a_odd,9,0.5088279514757472,-0.0011822351238270912,0.06757562795849237,0.00013481508358381689,0.0005026082799304277
strength_main,20260718,reference_a_odd,10,-6.892904683081672,-0.0072681224873543115,-0.2336136999473336,0.0013042365608271211,-0.0011803442923223884
structure_main,20260718,reference_a_odd,10,-2.367572016349469,-0.0029520195279693073,-0.07798587701388116,0.0004926452675135806,-0.00040785312211255587
interaction,20260718,reference_a_odd,10,0.4703840793211205,-0.003796083096142766,0.03245718159358979,0.0003778761310968548,0.00025135948487786663
P-H_minus_P-L,20260718,reference_a_odd,10,-7.1280967227422325,-0.0053700809392829285,-0.24984229074412845,0.0011152984952786937,-0.0013060240347613217
H-H_minus_H-L,20260718,reference_a_odd,10,-6.657712643421112,-0.009166164035425695,-0.21738510915053866,0.0014931746263755485,-0.001054664549883455
H-L_minus_P-L,20260718,reference_a_odd,10,-2.602764056010029,-0.0010539779798979243,-0.09421446781067605,0.0003037072019651532,-0.0005335328645514892
H-H_minus_P-H,20260718,reference_a_odd,10,-2.1323799766889087,-0.00485006107604069,-0.06175728621708626,0.000681583333062008,-0.00028217337967362255
strength_main,20260718,reference_a_odd,11,-5.7099686365708315,-0.0050247094655297975,-0.21321250132636788,0.0009800860461837146,-0.0005565785334766815
structure_main,20260718,reference_a_odd,11,-2.392742592780356,-0.002007201578081652,-0.11045239443768196,0.0004115462979825679,-0.00019212482705199818
interaction,20260718,reference_a_odd,11,1.5320607178808663,-0.001409103871383488,0.008230339588521124,5.6659271649550647e-05,0.00034095697870384356
P-H_minus_P-L,20260718,reference_a_odd,11,-6.475998995511264,-0.0043201575298381645,-0.21732767112062845,0.0009517564103589393,-0.0007270570228286033
H-H_minus_H-L,20260718,reference_a_odd,11,-4.943938277630398,-0.0057292614012216525,-0.20909733153210733,0.00100841568200849,-0.00038610004412475973
H-L_minus_P-L,20260718,reference_a_odd,11,-3.158772951720789,-0.001302649642389908,-0.11456756423194253,0.0003832166621577926,-0.00036260331640391996
H-H_minus_P-H,20260718,reference_a_odd,11,-1.626712233839923,-0.002711753513773396,-0.1063372246434214,0.00043987593380734324,-2.16463377000764e-05
strength_main,20260718,reference_a_odd,13,-1.9413736799737187,-0.001091793146687503,-0.03504154091319828,-2.557704647188075e-06,0.00026494490884942934
structure_main,20260718,reference_a_odd,13,-1.2960737786005252,-0.0007764304860178317,-0.02314421547941474,-4.802168405149132e-06,0.00018315400666324422
interaction,20260718,reference_a_odd,13,-1.3200388473610447,-0.0010010046895851943,0.03686679318459282,7.368424121523276e-06,0.0002113653317792341
P-H_minus_P-L,20260718,reference_a_odd,13,-1.2813542562931959,-0.0005912908018949059,-0.05347493750549469,-6.241916707949713e-06,0.00015926224295981228
H-H_minus_H-L,20260718,reference_a_odd,13,-2.6013931036542406,-0.0015922954914801002,-0.01660814432090187,1.126507413573563e-06,0.0003706275747390464
H-L_minus_P-L,20260718,reference_a_odd,13,-0.6360543549200024,-0.00027592814122523457,-0.04157761207171115,-8.48638046591077e-06,7.747134077362716e-05
H-H_minus_P-H,20260718,reference_a_odd,13,-1.956093202281047,-0.0012769328308104289,-0.004710818887118329,-1.117956344387494e-06,0.0002888366725528613
strength_main,20260718,reference_b_even,1,-5.4685797596489465,-0.004955833800017517,-0.22034787832419156,0.0009223933593602851,-0.0008510837133144378
structure_main,20260718,reference_b_even,1,-1.9597085600037594,-0.001927848977113955,-0.08272615150566326,0.00035745539935305715,-0.0002950692496597185
interaction,20260718,reference_b_even,1,0.518890407381309,-0.0017903913448300557,0.036114861109337426,0.0002882582775782794,0.00034202389178972226
P-H_minus_P-L,20260718,reference_b_even,1,-5.7280249633396005,-0.004060638127602489,-0.2384053088788603,0.0007782642205711454,-0.001022095659209299
H-H_minus_H-L,20260718,reference_b_even,1,-5.209134555958292,-0.005851029472432545,-0.20229044776952287,0.0010665224981494248,-0.0006800717674195766
H-L_minus_P-L,20260718,reference_b_even,1,-2.219153763694414,-0.0010326533046989272,-0.10078358206033194,0.00021332626056391746,-0.0004660811955545796
H-H_minus_P-H,20260718,reference_b_even,1,-1.7002633563131049,-0.002823044649528983,-0.06466872095099452,0.0005015845381421968,-0.00012405730376485735
strength_main,20260718,reference_b_even,2,-2.0558023703119495,-0.0006470320712022026,-0.03602108345602961,7.888919026299845e-05,0.0001940516485774424
structure_main,20260718,reference_b_even,2,-1.3492436875883231,-0.00046123058863800637,-0.020768700978093926,4.380506834422704e-05,0.00013859907994628884
interaction,20260718,reference_b_even,2,-1.622280285267359,-0.0006710823250404285,0.02894760778176762,-3.2995154469972476e-05,0.00024831946211634204
P-H_minus_P-L,20260718,reference_b_even,2,-1.24466222767827,-0.0003114909086820994,-0.05049488734691342,9.538676749798469e-05,6.989191751927137e-05
H-H_minus_H-L,20260718,reference_b_even,2,-2.866942512945629,-0.000982573233722528,-0.021547279565145797,6.239161302801222e-05,0.0003182113796356134
H-L_minus_P-L,20260718,reference_b_even,2,-0.5381035449546436,-0.0001256894261177921,-0.03524250486897774,6.0302645579213277e-05,1.443934888811782e-05
H-H_minus_P-H,20260718,reference_b_even,2,-2.1603838302220026,-0.0007967717511582206,-0.006294897087210118,2.73074911092408e-05,0.00026275881100445986
strength_main,20260718,reference_b_even,4,-3.3275026019797638,-0.002359932316943425,-0.1374874035049085,0.0004564007103908807,-0.0011833055323222652
structure_main,20260718,reference_b_even,4,1.046366569302429,-0.0003393177360441202,0.07627941572208052,-4.8936373787000775e-05,0.0005448298252304085
interaction,20260718,reference_b_even,4,3.6783105838806485,0.0008788746663719316,0.2067109467858993,-0.00023664615582674742,0.0018919845024356619
P-H_minus_P-L,20260718,reference_b_even,4,-5.166657893920088,-0.0027993696501293908,-0.2408428768978581,0.0005747237883042544,-0.002129297783540096
H-H_minus_H-L,20260718,reference_b_even,4,-1.4883473100394395,-0.0019204949837574592,-0.03413193011195881,0.000338077632477507,-0.00023731328110443428
H-L_minus_P-L,20260718,reference_b_even,4,-0.7927887226378951,-0.000778755069230086,-0.02707605767086907,6.938670412637293e-05,-0.00040116242598742247
H-H_minus_P-H,20260718,reference_b_even,4,2.8855218612427533,0.0001001195971418456,0.17963488911503023,-0.00016725945170037448,0.0014908220764482394
strength_main,20260718,reference_b_even,5,-1.7212475401564586,-0.008051457466606515,-0.14276497403517852,-0.00010613030462991446,-0.0024343063923879527
structure_main,20260718,reference_b_even,5,-0.6157698316014923,-0.0068523886634542786,0.05166450426372049,0.0006504788616439328,-9.515802230453119e-05
interaction,20260718,reference_b_even,5,-0.12984043550195867,-0.009338791360906429,0.12671508744873572,0.0011971203784924,0.0018273470195708796
P-H_minus_P-L,20260718,reference_b_even,5,-1.6563273224054793,-0.003382061786153301,-0.20612251775954638,-0.0007046904938761145,-0.0033479799021733925
H-H_minus_H-L,20260718,reference_b_even,5,-1.786167757907438,-0.01272085314705973,-0.07940743031081066,0.0004924298846162856,-0.0015206328826025128
H-L_minus_P-L,20260718,reference_b_even,5,-0.550849613850513,-0.002182992983001064,-0.01169303946064737,5.1918672397732735e-05,-0.001008831532089971
H-H_minus_P-H,20260718,reference_b_even,5,-0.6806900493524717,-0.011521784343907493,0.11502204798808835,0.0012490390508901328,0.0008185154874809086
strength_main,20260718,reference_b_even,7,-2.8099407894349713,-0.004842586362099666,-0.164548420905404,6.339207175187767e-05,-0.0018013379813055508
structure_main,20260718,reference_b_even,7,0.15402096254181386,-0.002774469314409611,0.058492120085055,0.00041342663462273777,0.0004386643922771327
interaction,20260718,reference_b_even,7,2.0780291740741665,-0.0016906515683849932,0.19093329421807304,0.0006877829437144101,0.0022237704397412017
