variant,seed,reference,pair_key,folder,psnr,psnr_gain,ssim,ssim_gain,gradient_ratio_to_noisy,residual_mean,residual_std,brightness_bias_to_reference,prediction_mean_minus_noisy_mean,removed_residual_std,noisy_psnr,noisy_ssim
H-H,20260716,reference_a_odd,folder_1_frame_161,1,52.23013668087931,-4.893401938196568,0.9932252874591767,-0.004621585452196597,0.2291877800148582,-0.0013082751538604498,0.0020669647492468357,-0.0013082753866910934,-0.0013348024804145098,0.0021298625506460667,57.12353861907588,0.9978468729113733
H-H,20260716,reference_b_even,folder_1_frame_161,1,52.23410658011967,-4.925047731459017,0.9932304187212568,-0.0046333606994810594,0.2291877800148582,-0.0013107735430821776,0.002064057160168886,-0.0013107737759128213,-0.0013348024804145098,0.0021298625506460667,57.15915431157869,0.9978637794207379
H-H,20260716,reference_a_odd,folder_1_frame_171,1,52.309069081837066,-4.500549045899845,0.9933411048690298,-0.004349017347087369,0.23319390296115944,-0.001284155179746449,0.0020559909753501415,-0.0012841552961617708,-0.0014035541098564863,0.0021033938974142075,56.80961812773691,0.9976901222161172
H-H,20260716,reference_b_even,folder_1_frame_171,1,52.314030316596536,-4.533555433936563,0.9933474423192203,-0.0043620229015092216,0.23319390296115944,-0.0012866535689681768,0.002052794676274061,-0.0012866536853834987,-0.0014035541098564863,0.0021033938974142075,56.8475857505331,0.9977094652207296
H-H,20260716,reference_a_odd,folder_2_frame_101,2,60.85918966983962,-2.3349898538974827,0.9985459106153763,-0.0008986985660720537,0.025020980989607786,0.0007332749664783478,0.0005318013136275113,0.0007332749664783478,0.000698275922331959,0.0008653518161736429,63.194179523737105,0.9994446091814484
H-H,20260716,reference_b_even,folder_2_frame_101,2,60.95490341288791,-2.250074462235453,0.9985797201502848,-0.0008668011109481677,0.025020980989607786,0.0007208212628029287,0.0005320114432834089,0.0007208212045952678,0.000698275922331959,0.0008653518161736429,63.20497787512336,0.999446521261233
H-H,20260716,reference_a_odd,folder_2_frame_111,2,60.86501547151306,-2.3431123792768247,0.9985478524749021,-0.0008990196090512548,0.025504914857599217,0.0007323494646698236,0.0005320423515513539,0.0007323494064621627,0.0007345182239077985,0.0008692815317772329,63.208127850789886,0.9994468720839533
H-H,20260716,reference_b_even,folder_2_frame_111,2,60.96083879524609,-2.2455727638610625,0.9985816473880068,-0.0008648710037592044,0.025504914857599217,0.0007198957027867436,0.0005322342040017247,0.0007198957027867436,0.0007345182239077985,0.0008692815317772329,63.20641155910715,0.999446518391766
H-H,20260716,reference_a_odd,folder_2_frame_121,2,60.86669360757908,-2.312250577361624,0.9985481125103963,-0.0008943444548725754,0.025468541419845465,0.0007322480087168515,0.0005318844341672957,0.0007322480087168515,0.0007407834054902196,0.0008707775268703699,63.178944184940704,0.9994424569652689
H-H,20260716,reference_b_even,folder_2_frame_121,2,60.96257717777306,-2.216427061975949,0.9985819131354305,-0.0008604358728355743,0.025468541419845465,0.0007197942468337715,0.0005320701166056097,0.0007197942468337715,0.0007407834054902196,0.0008707775268703699,63.17900423974901,0.9994423490082661
